player_id,game_id,season,week,y_true,y_pred,fold_idx,lgbm_pred,catboost_pred
00-0027966,2021_01_JAX_HOU,2021,1,26.0,11.14293057393918,0,11.745827910552125,9.643433024870538
00-0030874,2021_01_CHI_LA,2021,1,6.0,9.101418212368865,0,9.348798588949764,8.14080940927546
00-0031045,2021_01_JAX_HOU,2021,1,9.0,8.97406960438916,0,9.369499718688472,7.685591531268763
00-0031062,2021_01_MIA_NE,2021,1,4.0,6.110946532823742,0,5.459956156592661,6.741567705725246
00-0032063,2021_01_PHI_ATL,2021,1,15.0,15.402995693500628,0,15.235205407787095,15.990967527287696
00-0032144,2021_01_DEN_NYG,2021,1,11.0,11.32685632713436,0,11.457631205878585,10.849400570217483
00-0032602,2021_01_LAC_WAS,2021,1,1.0,6.484432623247663,0,6.0265015384712575,6.744611746276559
00-0032764,2021_01_ARI_TEN,2021,1,17.0,15.972838597310039,0,14.89201134003902,18.560000721016287
00-0032972,2021_01_DEN_NYG,2021,1,4.0,8.293295453726605,0,8.074397498567931,8.237321916678198
00-0033045,2021_01_DAL_TB,2021,1,11.0,15.885981932435552,0,15.57971119738413,16.81914208211817
00-0033118,2021_01_BAL_LV,2021,1,6.0,11.389578099587743,0,11.79273025906923,10.340353989633211
00-0033280,2021_01_NYJ_CAR,2021,1,21.0,15.386468397097294,0,15.31210627927381,15.774291662059236
00-0033293,2021_01_GB_NO,2021,1,5.0,10.816111139572827,0,10.94204237690437,10.294884947818618
00-0033553,2021_01_ARI_TEN,2021,1,16.0,10.613688688962114,0,10.690526053499868,10.175291827868811
00-0033594,2021_01_SEA_IND,2021,1,16.0,15.895702117577246,0,15.926212193789675,16.114720246028053
00-0033699,2021_01_LAC_WAS,2021,1,15.0,11.052737907203799,0,10.912437416956257,11.121912072542283
00-0033856,2021_01_DAL_TB,2021,1,9.0,14.101143438653912,0,13.921119362480852,14.577309153136667
00-0033893,2021_01_MIN_CIN,2021,1,20.0,15.42542330517163,0,15.498374046910042,15.504543296078031
00-0033897,2021_01_MIN_CIN,2021,1,29.0,16.260457945309224,0,16.459731497526533,16.159703403216973
00-0033906,2021_01_GB_NO,2021,1,20.0,15.933316542511513,0,16.031399092098784,16.012822194752754
00-0033923,2021_01_CLE_KC,2021,1,6.0,9.817792410540523,0,9.788253628938676,9.5210546679313
00-0033948,2021_01_SF_DET,2021,1,9.0,9.030825604010952,0,9.339012623466523,7.933619507346761
00-0033955,2021_01_ARI_TEN,2021,1,2.0,6.129166415432121,0,5.5851429330724,6.53456642732324
00-0034367,2021_01_SEA_IND,2021,1,9.0,8.61014203319572,0,9.072354365178953,7.141331308821161
00-0034681,2021_01_ARI_TEN,2021,1,12.0,12.29841836580625,0,12.043658802267792,12.742492141380398
00-0034791,2021_01_CLE_KC,2021,1,15.0,10.851525620549829,0,10.953304125470224,10.38533714682213
