player_id,season,week,passing_yards
00-0020531,2019,11,228.0
00-0032436,2019,11,209.0
00-0035652,2019,11,115.0
00-0033873,2019,11,182.0
00-0034855,2019,11,193.0
00-0033537,2019,11,169.0
00-0035228,2019,11,150.0
00-0034869,2019,11,293.0
00-0033077,2019,11,444.0
00-0035232,2019,11,214.0
00-0034577,2019,11,325.0
00-0034855,2019,12,327.0
00-0029701,2019,12,259.0
00-0035710,2019,12,150.0
00-0034577,2019,12,256.0
00-0035232,2019,12,156.0
00-0034857,2019,12,185.0
00-0033537,2019,12,298.0
00-0032434,2019,12,82.0
00-0032436,2019,12,207.0
00-0033869,2019,12,278.0
00-0032950,2019,12,256.0
00-0034796,2019,12,169.0
00-0033119,2019,12,129.0
00-0031345,2019,12,253.0
00-0034771,2019,12,85.0
00-0020531,2019,12,311.0
00-0029567,2019,12,272.0
00-0033106,2019,12,212.0
00-0034869,2019,12,315.0
00-0033077,2019,12,212.0
00-0035652,2019,12,192.0
00-0026143,2019,12,271.0
00-0031503,2019,12,313.0
00-0033119,2019,13,319.0
00-0031503,2019,13,268.0
00-0035040,2019,13,280.0
00-0034796,2019,13,105.0
00-0034869,2019,13,239.0
00-0033873,2019,13,175.0
00-0035289,2019,13,147.0
00-0023682,2019,13,365.0
00-0029701,2019,13,182.0
00-0035577,2019,13,212.0
00-0035232,2019,13,147.0
00-0033869,2019,13,338.0
00-0034577,2019,13,278.0
00-0034855,2019,13,196.0
00-0032950,2019,13,310.0
00-0033537,2019,13,234.0
00-0035228,2019,13,163.0
00-0033106,2019,13,424.0
00-0035710,2019,13,240.0
00-0033077,2019,13,355.0
00-0029604,2019,13,276.0
00-0019596,2019,13,326.0
00-0031345,2019,13,165.0
00-0022942,2019,13,265.0
00-0035040,2019,14,205.0
00-0029604,2019,14,242.0
00-0029701,2019,14,391.0
00-0035289,2019,14,162.0
00-0026143,2019,14,313.0
00-0035232,2019,14,170.0
00-0029263,2019,14,245.0
00-0023682,2019,14,245.0
00-0034869,2019,14,270.0
00-0031345,2019,14,349.0
00-0033119,2019,14,251.0
00-0034857,2019,14,146.0
00-0032950,2019,14,325.0
00-0020531,2019,14,349.0
00-0033077,2019,14,334.0
00-0033106,2019,14,293.0
00-0034855,2019,14,192.0
00-0035577,2019,14,152.0
00-0034577,2019,14,293.0
00-0031503,2019,14,456.0
00-0035228,2019,14,194.0
00-0033537,2019,14,292.0
00-0032950,2019,15,266.0
00-0035289,2019,15,201.0
00-0019596,2019,15,128.0
00-0034577,2019,15,277.0
00-0033537,2019,15,243.0
00-0023682,2019,15,279.0
00-0034796,2019,15,212.0
00-0027973,2019,15,151.0
00-0033077,2019,15,212.0
00-0034869,2019,15,218.0
00-0035040,2019,15,260.0
00-0029604,2019,15,207.0
00-0029263,2019,15,286.0
00-0035704,2019,15,208.0
00-0031345,2019,15,200.0
00-0026143,2019,15,210.0
00-0023459,2019,15,203.0
00-0035577,2019,15,202.0
00-0035228,2019,15,219.0
00-0034855,2019,15,247.0
00-0034857,2019,15,139.0
00-0020531,2019,15,307.0
00-0033119,2019,15,165.0
00-0029701,2019,15,279.0
00-0033873,2019,16,251.0
00-0035228,2019,16,118.0
00-0035704,2019,16,192.0
00-0033869,2019,16,157.0
00-0034796,2019,16,238.0
00-0035289,2019,16,181.0
00-0022942,2019,16,279.0
00-0027973,2019,16,396.0
00-0035577,2019,16,84.0
00-0034771,2019,16,129.0
00-0029604,2019,16,122.0
00-0023682,2019,16,419.0
00-0031345,2019,16,248.0
00-0033537,2019,16,184.0
00-0032950,2019,16,319.0
00-0026143,2019,16,384.0
00-0034857,2019,16,208.0
00-0035710,2019,16,352.0
00-0033119,2019,16,119.0
00-0034855,2019,16,192.0
00-0029701,2019,16,272.0
00-0031503,2019,16,335.0
00-0034577,2019,17,295.0
00-0019596,2019,17,221.0
00-0034855,2019,17,279.0
00-0027973,2019,17,190.0
00-0023682,2019,17,320.0
00-0035289,2019,17,295.0
00-0033873,2019,17,174.0
00-0033119,2019,17,162.0
00-0033106,2019,17,319.0
00-0020531,2019,17,253.0
00-0035040,2019,17,122.0
00-0033869,2019,17,207.0
00-0031345,2019,17,285.0
00-0033077,2019,17,303.0
00-0023459,2019,17,323.0
00-0031503,2019,17,201.0
00-0034869,2019,17,199.0
00-0035228,2019,17,325.0
00-0035710,2019,17,301.0
00-0020531,2019,18,208.0
00-0033537,2019,18,247.0
00-0019596,2019,18,209.0
00-0029263,2019,18,325.0
00-0029604,2019,19,172.0
00-0029263,2019,19,277.0
00-0033873,2019,19,321.0
00-0033537,2019,19,388.0
00-0031345,2019,19,131.0
00-0034796,2019,19,365.0
00-0023459,2019,20,326.0
00-0033873,2019,20,294.0
00-0029701,2019,20,209.0
00-0032792,2022,17,0.0
00-0026544,2022,10,0.0
00-0026544,2022,17,27.0
00-0034855,2022,17,132.0
00-0033106,2022,17,255.0
00-0035289,2022,17,274.0
00-0038122,2022,17,169.0
00-0032792,2022,13,0.0
00-0029604,2022,19,273.0
00-0038122,2022,18,224.0
00-0035993,2021,6,0.0
00-0026197,2022,18,0.0
00-0037834,2023,1,220.0
00-0034899,2021,8,5.0
00-0035289,2022,14,0.0
00-0038122,2023,8,71.0
00-0033958,2022,15,0.0
00-0033119,2022,14,0.0
00-0036212,2022,7,261.0
00-0036264,2022,6,8.0
00-0038391,2023,1,0.0
00-0031800,2022,7,201.0
00-0037834,2022,21,23.0
00-0030565,2022,10,275.0
00-0032156,2022,8,5.0
00-0033873,2022,4,249.0
00-0034955,2022,16,45.0
00-0033319,2022,9,-3.0
00-0032950,2022,1,313.0
00-0034855,2022,1,235.0
00-0033873,2022,1,360.0
00-0019596,2022,1,212.0
00-0026143,2022,1,352.0
00-0029701,2022,1,266.0
00-0038582,2023,12,0.0
00-0038583,2023,8,9.0
00-0026498,2022,1,240.0
00-0035228,2022,1,193.0
00-0032268,2022,1,215.0
00-0023459,2022,1,195.0
00-0036898,2022,1,240.0
00-0029263,2022,2,219.0
00-0026498,2022,2,272.0
00-0032268,2022,2,196.0
00-0036212,2022,2,469.0
00-0036971,2022,2,235.0
00-0036355,2022,2,334.0
00-0034855,2022,2,145.0
00-0026143,2022,2,195.0
00-0030565,2022,2,197.0
00-0034796,2022,2,318.0
00-0036898,2022,2,177.0
00-0033873,2022,2,235.0
00-0023459,2022,2,234.0
00-0026158,2022,3,285.0
00-0026143,2022,3,222.0
00-0036898,2022,3,245.0
00-0026498,2022,3,249.0
00-0036442,2022,3,275.0
00-0032950,2022,3,211.0
00-0036972,2022,3,321.0
00-0034796,2022,3,218.0
00-0036389,2022,3,340.0
00-0031345,2022,3,211.0
00-0029604,2022,3,260.0
00-0033662,2022,3,215.0
00-0032268,2022,3,229.0
00-0033106,2022,3,277.0
00-0033869,2022,3,207.0
00-0036971,2022,3,262.0
00-0019596,2022,3,271.0
00-0033119,2022,3,220.0
00-0029701,2022,3,264.0
00-0035228,2022,3,314.0
00-0029263,2022,4,237.0
00-0023459,2022,4,251.0
00-0033106,2022,4,378.0
00-0030565,2022,4,320.0
00-0034857,2022,4,213.0
00-0037013,2022,4,252.0
00-0026143,2022,4,356.0
00-0036442,2022,4,287.0
00-0036389,2022,4,204.0
00-0034855,2022,4,197.0
00-0032950,2022,4,170.0
00-0035228,2022,4,207.0
00-0036971,2022,4,174.0
00-0031345,2022,4,239.0
00-0026498,2022,4,254.0
00-0036442,2022,5,217.0
00-0035710,2022,5,217.0
00-0027973,2022,5,187.0
00-0029263,2022,5,274.0
00-0033106,2022,5,229.0
00-0031280,2022,5,241.0
00-0036898,2022,5,140.0
00-0038102,2022,5,327.0
00-0034855,2022,5,215.0
00-0038108,2022,5,188.0
00-0037013,2022,5,210.0
00-0036945,2022,5,208.0
00-0023459,2022,5,222.0
00-0033873,2022,5,292.0
00-0033662,2022,5,102.0
00-0019596,2022,5,351.0
00-0026143,2022,5,251.0
00-0035228,2022,5,250.0
00-0032950,2022,5,359.0
00-0026498,2022,5,308.0
00-0034796,2022,6,210.0
00-0032950,2022,6,99.0
00-0036355,2022,6,238.0
00-0035228,2022,6,222.0
00-0033275,2022,6,60.0
00-0033119,2022,6,266.0
00-0019596,2022,6,243.0
00-0031345,2022,6,296.0
00-0038102,2022,6,67.0
00-0023459,2022,6,246.0
00-0036945,2022,6,190.0
00-0036971,2022,6,165.0
00-0030565,2022,6,197.0
00-0031280,2022,7,241.0
00-0033119,2022,7,258.0
00-0037013,2022,7,121.0
00-0023459,2022,7,194.0
00-0034955,2022,7,225.0
00-0026143,2022,7,243.0
00-0031345,2022,7,303.0
00-0035228,2022,7,204.0
00-0027973,2022,7,361.0
00-0038102,2022,7,257.0
00-0033873,2022,7,423.0
00-0034796,2022,7,120.0
00-0035710,2022,7,202.0
00-0036971,2022,8,133.0
00-0023459,2022,8,203.0
00-0038102,2022,8,191.0
00-0031280,2022,8,101.0
00-0035710,2021,5,98.0
00-0036389,2022,8,285.0
00-0032268,2022,8,253.0
00-0034857,2022,8,218.0
00-0036879,2022,8,201.0
00-0036442,2022,8,232.0
00-0033119,2022,8,278.0
00-0036945,2022,8,151.0
00-0036898,2022,8,152.0
00-0033275,2022,8,317.0
00-0035710,2022,8,176.0
00-0035228,2022,8,326.0
00-0030565,2022,8,212.0
00-0036212,2022,8,382.0
00-0030565,2022,9,275.0
00-0036212,2022,9,302.0
00-0032268,2022,9,129.0
00-0033873,2022,9,446.0
00-0023459,2022,9,291.0
00-0034857,2022,9,205.0
00-0031800,2022,9,149.0
00-0034796,2022,9,133.0
00-0036972,2022,9,147.0
00-0034855,2022,9,155.0
00-0036971,2022,9,235.0
00-0033106,2022,9,137.0
00-0038128,2022,9,80.0
00-0036442,2022,9,206.0
00-0035228,2022,9,175.0
00-0036898,2022,9,154.0
00-0031280,2022,9,259.0
00-0037013,2022,9,154.0
00-0036898,2022,10,319.0
00-0038102,2022,10,199.0
00-0029604,2022,10,357.0
00-0031345,2022,10,240.0
00-0036212,2022,10,285.0
00-0036971,2022,10,259.0
00-0027973,2022,10,174.0
00-0031800,2022,10,211.0
00-0029263,2022,10,286.0
00-0036389,2022,10,175.0
00-0034857,2022,10,330.0
00-0019596,2022,10,258.0
00-0036355,2022,10,196.0
00-0035710,2022,10,197.0
00-0029701,2022,10,255.0
00-0034899,2022,10,212.0
00-0032268,2022,10,186.0
00-0023459,2022,10,224.0
00-0033275,2022,10,108.0
00-0026143,2022,10,222.0
00-0033106,2022,10,236.0
00-0031280,2022,10,248.0
00-0033077,2022,11,276.0
00-0031800,2022,11,191.0
00-0036355,2022,11,280.0
00-0036972,2022,11,246.0
00-0027688,2022,11,218.0
00-0026498,2022,11,159.0
00-0034857,2022,11,197.0
00-0035710,2022,11,341.0
00-0029263,2022,11,247.0
00-0036442,2022,11,355.0
00-0033873,2022,11,329.0
00-0037013,2022,11,77.0
00-0036898,2022,11,169.0
00-0023459,2022,11,227.0
00-0031345,2022,11,228.0
00-0031280,2022,11,307.0
00-0038102,2022,11,265.0
00-0033106,2022,11,165.0
00-0036389,2022,11,190.0
00-0029604,2022,11,105.0
00-0026143,2022,12,199.0
00-0035228,2022,12,191.0
00-0019596,2022,12,246.0
00-0035710,2022,12,228.0
00-0036971,2022,12,321.0
00-0036389,2022,12,153.0
00-0035939,2022,12,100.0
00-0032268,2022,12,174.0
00-0031345,2022,12,222.0
00-0033106,2022,12,240.0
00-0033077,2022,12,261.0
00-0029701,2022,12,291.0
00-0030565,2022,12,328.0
00-0031280,2022,12,295.0
00-0036972,2022,12,382.0
00-0036212,2022,12,299.0
00-0033873,2022,12,320.0
00-0034857,2022,12,253.0
00-0038102,2022,12,174.0
00-0034796,2022,12,254.0
00-0023459,2022,12,140.0
00-0036355,2022,12,274.0
00-0033119,2022,12,210.0
00-0032268,2022,13,167.0
00-0036212,2022,13,295.0
00-0031280,2022,13,250.0
00-0034899,2022,13,178.0
00-0031800,2022,13,275.0
00-0033873,2022,13,223.0
00-0026143,2022,13,233.0
00-0036945,2022,13,254.0
00-0029701,2022,13,141.0
00-0030565,2022,13,367.0
00-0035710,2022,13,200.0
00-0038102,2022,13,197.0
00-0029263,2022,13,189.0
00-0036972,2022,13,195.0
00-0027973,2022,13,229.0
00-0037834,2022,13,210.0
00-0033077,2022,13,170.0
00-0036389,2022,13,380.0
00-0036442,2022,13,286.0
00-0033106,2022,13,340.0
00-0023459,2022,13,182.0
00-0036972,2022,14,235.0
00-0034401,2022,14,268.0
00-0036442,2022,14,239.0
00-0029263,2022,14,247.0
00-0036355,2022,14,367.0
00-0036971,2022,14,368.0
00-0030565,2022,14,264.0
00-0035710,2022,14,169.0
00-0029701,2022,14,254.0
00-0034857,2022,14,147.0
00-0036389,2022,14,217.0
00-0037834,2022,14,185.0
00-0033106,2022,14,330.0
00-0031280,2022,14,137.0
00-0036898,2022,14,175.0
00-0019596,2022,14,253.0
00-0033869,2022,14,276.0
00-0033077,2022,14,284.0
00-0034869,2022,14,120.0
00-0027973,2022,15,151.0
00-0029701,2022,15,165.0
00-0037834,2022,15,217.0
00-0036971,2022,15,318.0
00-0031280,2022,15,231.0
00-0036389,2022,15,315.0
00-0019596,2022,15,312.0
00-0023459,2022,15,229.0
00-0036945,2022,15,152.0
00-0033869,2022,15,179.0
00-0026143,2022,15,182.0
00-0036212,2022,15,234.0
00-0036972,2022,15,112.0
00-0037013,2022,15,317.0
00-0036355,2022,15,313.0
00-0033873,2022,15,336.0
00-0036898,2022,15,121.0
00-0033077,2022,15,256.0
00-0027688,2022,15,78.0
00-0031800,2022,15,249.0
00-0035710,2022,15,160.0
00-0036898,2025,5,23.0
00-0034857,2022,15,304.0
00-0031800,2022,16,166.0
00-0036971,2022,16,229.0
00-0033106,2022,16,355.0
00-0033077,2022,16,347.0
00-0036945,2022,16,119.0
00-0035993,2022,16,115.0
00-0023459,2022,16,238.0
00-0031280,2022,16,174.0
00-0033873,2022,16,224.0
00-0029263,2022,16,214.0
00-0035710,2022,16,334.0
00-0036442,2022,16,375.0
00-0036355,2022,16,235.0
00-0037013,2022,16,92.0
00-0036972,2022,16,240.0
00-0038102,2022,16,244.0
00-0034869,2022,16,250.0
00-0036898,2022,16,178.0
00-0038122,2022,16,218.0
00-0037834,2022,16,234.0
00-0036212,2022,16,310.0
00-0037834,2022,17,284.0
00-0029263,2022,17,222.0
00-0033537,2022,17,169.0
00-0036971,2022,17,152.0
00-0033873,2022,17,328.0
00-0036355,2022,17,212.0
00-0027973,2022,17,205.0
00-0035710,2022,17,177.0
00-0031237,2022,17,161.0
00-0036972,2022,17,204.0
00-0023459,2022,17,159.0
00-0036945,2022,17,75.0
00-0032950,2022,17,143.0
00-0038102,2022,17,168.0
00-0034869,2022,17,341.0
00-0033077,2022,17,282.0
00-0019596,2022,18,84.0
00-0034855,2022,18,147.0
00-0029263,2022,18,283.0
00-0036972,2022,18,243.0
00-0033958,2022,18,114.0
00-0038102,2022,18,195.0
00-0034857,2022,18,254.0
00-0036442,2022,18,215.0
00-0033949,2022,18,179.0
00-0037327,2022,18,152.0
00-0033077,2022,18,128.0
00-0027973,2022,18,171.0
00-0037834,2022,18,178.0
00-0036971,2022,18,212.0
00-0033873,2022,18,202.0
00-0034869,2022,18,43.0
00-0033077,2022,19,305.0
00-0036442,2022,19,209.0
00-0030565,2022,19,253.0
00-0037834,2022,19,332.0
00-0035710,2022,19,301.0
00-0037327,2022,19,220.0
00-0036389,2022,20,154.0
00-0036442,2022,20,242.0
00-0035710,2022,20,135.0
00-0033077,2022,20,206.0
00-0034857,2022,20,264.0
00-0036442,2022,21,270.0
00-0036898,2025,18,36.0
00-0033873,2022,21,326.0
00-0039164,2023,5,98.0
00-0033662,2022,18,0.0
00-0026197,2021,14,0.0
00-0028986,2021,6,6.0
00-0034577,2019,3,261.0
00-0036945,2023,6,58.0
00-0036879,2021,9,0.0
00-0034401,2023,12,0.0
00-0034869,2023,10,6.0
00-0036928,2023,10,0.0
00-0036972,2025,7,152.0
00-0036972,2025,13,0.0
00-0036972,2025,16,0.0
00-0023459,2023,1,0.0
00-0036972,2021,13,19.0
00-0033936,2022,3,0.0
00-0035264,2020,7,64.0
00-0026625,2020,4,130.0
00-0037012,2021,3,0.0
00-0037013,2021,7,51.0
00-0036898,2023,14,4.0
00-0034131,2021,14,0.0
00-0033119,2023,15,124.0
00-0034869,2023,15,20.0
00-0034177,2022,18,33.0
00-0033319,2022,17,57.0
00-0033319,2022,18,116.0
00-0037012,2021,1,5.0
00-0038582,2023,18,0.0
00-0028118,2023,15,13.0
00-0034401,2023,6,0.0
00-0034857,2021,6,353.0
00-0037012,2025,13,9.0
00-0037013,2025,8,0.0
00-0037013,2025,14,0.0
00-0037013,2025,18,0.0
00-0034343,2021,10,14.0
00-0033869,2023,4,18.0
00-0037834,2023,7,272.0
00-0038128,2023,8,0.0
00-0027948,2023,3,31.0
00-0031503,2023,4,0.0
00-0029604,2023,1,344.0
00-0039163,2023,1,242.0
00-0036945,2023,1,216.0
00-0036355,2023,1,229.0
00-0029701,2023,1,198.0
00-0033949,2023,1,132.0
00-0034796,2023,1,169.0
00-0036212,2023,1,466.0
00-0034796,2023,2,237.0
00-0033106,2023,2,323.0
00-0033873,2023,2,305.0
00-0034855,2023,2,317.0
00-0033537,2023,2,235.0
00-0036945,2023,2,211.0
00-0034857,2023,2,274.0
00-0036389,2023,2,193.0
00-0036971,2023,2,216.0
00-0037013,2023,2,170.0
00-0035289,2023,2,171.0
00-0039163,2023,2,384.0
00-0036945,2023,3,99.0
00-0029604,2023,3,367.0
00-0029701,2023,3,104.0
00-0033873,2023,3,272.0
00-0033949,2023,3,189.0
00-0039163,2023,3,280.0
00-0036971,2023,3,279.0
00-0036442,2023,3,259.0
00-0034796,2023,3,202.0
00-0036355,2023,3,405.0
00-0033537,2023,3,289.0
00-0035289,2023,3,227.0
00-0031280,2023,3,103.0
00-0034855,2023,3,146.0
00-0027973,2023,3,361.0
00-0034857,2023,3,218.0
00-0036972,2023,3,201.0
00-0029701,2023,4,240.0
00-0036355,2023,4,167.0
00-0034855,2023,4,246.0
00-0034796,2023,4,186.0
00-0038583,2023,4,121.0
00-0038122,2023,4,191.0
00-0038579,2023,4,238.0
00-0033077,2023,4,261.0
00-0035710,2023,4,203.0
00-0033873,2023,4,203.0
00-0037013,2023,4,245.0
00-0037834,2023,4,283.0
00-0039150,2023,4,204.0
00-0029263,2023,4,223.0
00-0036442,2023,5,317.0
00-0036389,2023,5,303.0
00-0033077,2023,5,153.0
00-0031280,2023,5,183.0
00-0039150,2023,5,247.0
00-0036264,2023,5,182.0
00-0031345,2023,5,208.0
00-0029263,2023,5,196.0
00-0034796,2023,5,236.0
00-0035710,2023,5,119.0
00-0033106,2023,5,236.0
00-0026498,2023,5,222.0
00-0038102,2023,5,224.0
00-0033077,2023,6,272.0
00-0029604,2023,6,181.0
00-0034857,2023,6,169.0
00-0036442,2023,6,185.0
00-0029263,2023,6,95.0
00-0033873,2023,6,306.0
00-0031345,2023,6,162.0
00-0038122,2023,6,307.0
00-0036971,2023,6,181.0
00-0034796,2023,6,223.0
00-0037013,2023,6,186.0
00-0028118,2023,6,200.0
00-0037077,2023,6,151.0
00-0033949,2023,6,235.0
00-0037834,2023,6,125.0
00-0036355,2023,6,227.0
00-0034855,2023,6,206.0
00-0034796,2023,7,357.0
00-0030565,2023,7,219.0
00-0028118,2023,7,279.0
00-0031280,2023,7,301.0
00-0029604,2023,7,378.0
00-0038122,2023,7,250.0
00-0037077,2023,7,249.0
00-0036264,2023,7,180.0
00-0038416,2023,7,162.0
00-0036971,2023,7,204.0
00-0036355,2023,7,259.0
00-0033873,2023,7,424.0
00-0039150,2023,8,235.0
00-0036389,2023,8,319.0
00-0031280,2023,8,310.0
00-0037013,2023,8,240.0
00-0038416,2023,8,232.0
00-0033077,2023,8,304.0
00-0036971,2023,8,292.0
00-0036355,2023,8,298.0
00-0036264,2023,8,229.0
00-0028118,2020,1,208.0
00-0034857,2023,8,324.0
00-0034855,2021,1,321.0
00-0033106,2023,8,272.0
00-0037077,2023,8,397.0
00-0037834,2023,8,365.0
00-0039163,2023,8,140.0
00-0029263,2023,8,114.0
00-0034796,2023,8,157.0
00-0036442,2023,8,283.0
00-0038102,2023,8,73.0
00-0036264,2023,9,228.0
00-0039152,2023,9,262.0
00-0036442,2023,9,348.0
00-0038582,2023,9,58.0
00-0030565,2023,9,157.0
00-0036972,2023,9,220.0
00-0038416,2023,9,220.0
00-0035228,2021,3,316.0
00-0031280,2023,9,211.0
00-0037077,2023,9,325.0
00-0034855,2023,9,265.0
00-0033873,2023,9,185.0
00-0033077,2023,9,374.0
00-0033949,2023,9,158.0
00-0035228,2021,4,268.0
00-0038102,2023,9,160.0
00-0034796,2023,9,187.0
00-0034857,2023,10,177.0
00-0039150,2023,10,185.0
00-0033537,2023,10,213.0
00-0038579,2023,10,153.0
00-0031280,2023,10,110.0
00-0033869,2020,8,0.0
00-0036972,2023,10,170.0
00-0039152,2023,10,199.0
00-0034855,2023,10,278.0
00-0034796,2023,10,223.0
00-0039163,2023,10,356.0
00-0036442,2023,10,347.0
00-0030565,2023,10,369.0
00-0033077,2023,10,404.0
00-0036971,2023,10,185.0
00-0037013,2023,10,263.0
00-0037077,2023,10,312.0
00-0031800,2021,8,270.0
00-0037834,2023,10,296.0
00-0036355,2023,10,323.0
00-0032156,2021,9,249.0
00-0028118,2021,9,240.0
00-0031503,2023,10,122.0
00-0035289,2023,10,194.0
00-0036972,2021,10,198.0
00-0038416,2023,10,162.0
00-0039163,2023,11,336.0
00-0036971,2023,11,262.0
00-0036945,2023,11,169.0
00-0034857,2023,11,275.0
00-0036389,2023,11,150.0
00-0039152,2023,11,158.0
00-0035228,2023,11,214.0
00-0033949,2023,11,221.0
00-0037077,2023,11,256.0
00-0037013,2023,11,81.0
00-0027688,2021,11,328.0
00-0038102,2023,11,106.0
00-0033873,2023,11,177.0
00-0036212,2021,12,230.0
00-0026143,2020,14,224.0
00-0026158,2020,4,16.0
00-0026158,2020,9,262.0
00-0029263,2023,11,259.0
00-0033077,2023,11,189.0
00-0026197,2020,19,66.0
00-0032434,2024,1,0.0
00-0026544,2020,14,29.0
00-0034796,2023,11,264.0
00-0034855,2023,11,246.0
00-0038579,2023,11,271.0
00-0033106,2023,11,236.0
00-0037834,2023,11,333.0
00-0033949,2023,12,185.0
00-0035228,2023,12,256.0
00-0035289,2023,12,251.0
00-0036971,2023,12,364.0
00-0031280,2023,12,304.0
00-0029263,2021,15,156.0
00-0036355,2023,12,217.0
00-0035100,2023,12,227.0
00-0038579,2023,12,248.0
00-0037077,2023,12,300.0
00-0039163,2023,12,304.0
00-0036945,2023,12,217.0
00-0031345,2021,16,322.0
00-0034855,2023,12,199.0
00-0035228,2021,16,245.0
00-0033077,2023,12,331.0
00-0039152,2023,12,185.0
00-0039150,2023,12,194.0
00-0038122,2023,13,121.0
00-0026300,2021,16,304.0
00-0033869,2023,13,117.0
00-0031800,2021,16,121.0
00-0029263,2023,13,186.0
00-0039163,2023,13,274.0
00-0034177,2023,13,148.0
00-0033873,2023,13,210.0
00-0039150,2023,13,178.0
00-0039152,2023,13,224.0
00-0030565,2023,13,334.0
00-0035228,2023,13,145.0
00-0036971,2023,13,258.0
00-0035289,2023,13,312.0
00-0031280,2023,13,226.0
00-0036389,2023,13,298.0
00-0036264,2023,13,267.0
00-0036971,2023,14,257.0
00-0034857,2023,14,233.0
00-0036945,2023,14,223.0
00-0033106,2023,14,161.0
00-0035704,2023,14,269.0
00-0038579,2023,14,171.0
00-0033873,2023,14,271.0
00-0035289,2023,14,240.0
00-0036212,2023,14,240.0
00-0028118,2023,8,8.0
00-0038122,2023,14,347.0
00-0026498,2023,14,294.0
00-0026158,2023,14,311.0
00-0036389,2021,19,258.0
00-0039150,2023,14,137.0
00-0029263,2023,14,224.0
00-0027939,2020,16,34.0
00-0039163,2023,14,91.0
00-0031280,2023,14,119.0
00-0038108,2023,14,240.0
00-0035289,2023,15,215.0
00-0033319,2023,15,303.0
00-0026158,2023,15,374.0
00-0037834,2023,15,242.0
00-0038579,2023,15,248.0
00-0032156,2023,15,110.0
00-0034855,2023,15,381.0
00-0039152,2023,15,199.0
00-0036971,2023,15,264.0
00-0033106,2023,15,278.0
00-0028986,2023,15,229.0
00-0033869,2023,15,169.0
00-0035100,2023,15,324.0
00-0036264,2023,15,284.0
00-0035228,2023,15,211.0
00-0038476,2023,15,177.0
00-0035282,2023,15,257.0
00-0039150,2023,15,167.0
00-0038122,2023,15,152.0
00-0038476,2023,16,55.0
00-0033077,2023,16,253.0
00-0037077,2023,16,56.0
00-0036389,2023,16,301.0
00-0028986,2023,16,62.0
00-0028118,2023,16,133.0
00-0039150,2023,16,312.0
00-0034855,2023,16,283.0
00-0031800,2023,16,229.0
00-0037834,2023,16,255.0
00-0035289,2023,16,201.0
00-0031280,2023,16,319.0
00-0029701,2023,16,152.0
00-0034857,2023,16,237.0
00-0035228,2023,16,230.0
00-0026158,2023,16,368.0
00-0033936,2023,16,94.0
00-0038579,2023,16,62.0
00-0036264,2023,16,219.0
00-0034796,2023,16,252.0
00-0030565,2023,16,227.0
00-0036389,2023,17,167.0
00-0031800,2023,17,163.0
00-0035289,2023,17,224.0
00-0038579,2023,17,299.0
00-0034855,2023,17,309.0
00-0034796,2023,17,321.0
00-0034771,2023,17,274.0
00-0031280,2023,17,197.0
00-0036264,2023,17,256.0
00-0032156,2023,17,261.0
00-0038108,2023,17,209.0
00-0028118,2023,17,319.0
00-0033873,2023,17,245.0
00-0030565,2023,17,290.0
00-0033106,2023,17,271.0
00-0035282,2023,17,220.0
00-0036945,2023,17,268.0
00-0033319,2023,17,113.0
00-0034857,2023,17,169.0
00-0033077,2023,17,345.0
00-0039150,2023,17,112.0
00-0036264,2023,18,316.0
00-0035228,2023,18,262.0
00-0036212,2023,18,173.0
00-0039150,2023,18,94.0
00-0036389,2023,18,55.0
00-0034855,2023,18,137.0
00-0033319,2023,18,396.0
00-0035264,2023,18,272.0
00-0034771,2023,18,152.0
00-0030565,2023,18,189.0
00-0028118,2023,18,297.0
00-0037077,2023,18,153.0
00-0035100,2023,18,156.0
00-0038108,2023,18,88.0
00-0039163,2023,18,264.0
00-0033077,2023,18,279.0
00-0035993,2023,18,146.0
00-0034857,2023,18,359.0
00-0038579,2023,18,244.0
00-0036389,2023,19,250.0
00-0034857,2023,19,203.0
00-0036212,2023,19,199.0
00-0033077,2023,19,403.0
00-0026158,2023,19,307.0
00-0039163,2023,20,175.0
00-0034796,2023,20,152.0
00-0033106,2023,20,287.0
00-0036264,2023,20,194.0
00-0037834,2023,20,252.0
00-0033869,2024,10,0.0
00-0030533,2020,17,164.0
00-0033869,2024,17,69.0
00-0033869,2024,19,0.0
00-0033319,2024,5,24.0
00-0033319,2024,12,14.0
00-0032792,2020,17,32.0
00-0033119,2020,1,0.0
00-0033119,2020,11,0.0
00-0038102,2022,4,120.0
00-0038102,2024,7,0.0
00-0033319,2020,2,71.0
00-0034577,2024,5,19.0
00-0033949,2020,17,2.0
00-0034177,2020,6,0.0
00-0034177,2020,9,0.0
00-0034177,2020,12,0.0
00-0035228,2024,16,202.0
00-0036928,2022,18,23.0
00-0035704,2024,7,6.0
00-0034438,2020,16,0.0
00-0034577,2020,5,74.0
00-0034577,2020,9,62.0
00-0034771,2020,9,3.0
00-0036389,2024,7,114.0
00-0036389,2024,16,11.0
00-0035040,2020,16,49.0
00-0035228,2020,17,87.0
00-0035232,2020,14,51.0
00-0035264,2020,13,61.0
00-0035264,2020,16,44.0
00-0035282,2020,7,4.0
00-0038102,2022,14,0.0
00-0036945,2024,12,0.0
00-0035652,2020,11,30.0
00-0035652,2020,14,5.0
00-0035652,2020,15,89.0
00-0033662,2023,10,68.0
