player_id,season,week,passing_yards
00-0036384,2020,7,39.0
00-0036389,2020,3,0.0
00-0036389,2020,7,0.0
00-0036389,2020,12,6.0
00-0035704,2020,2,20.0
00-0038102,2024,10,5.0
00-0034771,2024,18,70.0
00-0037834,2022,11,0.0
00-0033873,2023,22,333.0
00-0034899,2020,18,29.0
00-0034177,2020,7,0.0
00-0038998,2024,14,0.0
00-0036312,2020,9,304.0
00-0034438,2020,12,0.0
00-0035993,2020,19,60.0
00-0028986,2020,6,46.0
00-0034771,2020,11,0.0
00-0030533,2020,12,0.0
00-0039150,2024,7,-4.0
00-0039152,2024,15,89.0
00-0034857,2022,1,297.0
00-0034855,2022,3,170.0
00-0033662,2022,4,223.0
00-0032950,2020,5,258.0
00-0036389,2022,5,239.0
00-0029567,2020,3,188.0
00-0036971,2022,7,310.0
00-0033119,2020,15,0.0
00-0026498,2020,1,297.0
00-0029701,2020,1,249.0
00-0031280,2020,1,239.0
00-0031237,2020,1,269.0
00-0033077,2020,1,266.0
00-0036442,2020,1,193.0
00-0035289,2020,1,173.0
00-0023459,2020,2,240.0
00-0026143,2020,2,273.0
00-0033106,2020,2,267.0
00-0035232,2020,2,223.0
00-0029604,2020,2,113.0
00-0029701,2020,2,239.0
00-0033869,2020,2,190.0
00-0035710,2020,2,241.0
00-0020531,2020,2,312.0
00-0029263,2020,2,288.0
00-0034857,2020,2,415.0
00-0033077,2020,2,450.0
00-0035289,2020,2,339.0
00-0022924,2020,2,311.0
00-0023682,2020,2,328.0
00-0029604,2020,3,251.0
00-0033873,2020,3,385.0
00-0034869,2020,3,168.0
00-0019596,2022,8,325.0
00-0027939,2020,3,162.0
00-0023682,2020,3,160.0
00-0036442,2020,3,312.0
00-0033537,2020,3,264.0
00-0033319,2020,3,343.0
00-0026498,2020,3,270.0
00-0034855,2020,3,156.0
00-0033077,2020,3,472.0
00-0031280,2020,3,261.0
00-0020531,2020,3,288.0
00-0033869,2020,3,128.0
00-0034857,2020,3,311.0
00-0035232,2020,3,224.0
00-0029701,2020,3,321.0
00-0034796,2020,3,97.0
00-0033106,2020,4,200.0
00-0036355,2020,4,290.0
00-0029263,2020,4,360.0
00-0029604,2020,4,260.0
00-0026143,2020,4,285.0
00-0035289,2020,4,351.0
00-0034869,2020,4,230.0
00-0032950,2020,4,193.0
00-0034855,2020,4,165.0
00-0023682,2020,4,315.0
00-0033936,2020,4,138.0
00-0031280,2020,4,311.0
00-0029567,2020,4,249.0
00-0035228,2020,4,133.0
00-0035232,2020,4,314.0
00-0035289,2020,5,301.0
00-0031345,2020,5,77.0
00-0035710,2020,5,222.0
00-0020531,2020,5,325.0
00-0026143,2020,5,226.0
00-0035228,2020,5,380.0
00-0022942,2020,5,243.0
00-0031280,2020,5,347.0
00-0034796,2020,5,180.0
00-0029567,2020,5,243.0
00-0034857,2020,5,263.0
00-0036355,2020,5,264.0
00-0033106,2020,5,309.0
00-0033537,2020,5,359.0
00-0027939,2020,6,157.0
00-0023682,2020,6,191.0
00-0031237,2020,6,216.0
00-0034857,2020,6,122.0
00-0034577,2020,6,280.0
00-0027973,2020,6,266.0
00-0034796,2020,6,186.0
00-0035710,2020,6,112.0
00-0035228,2020,6,188.0
00-0034855,2020,6,119.0
00-0023459,2020,6,160.0
00-0029567,2020,6,198.0
00-0026498,2020,6,223.0
00-0027973,2020,7,75.0
00-0035228,2020,7,360.0
00-0027939,2020,7,98.0
00-0026498,2020,7,340.0
00-0034855,2020,7,297.0
00-0033106,2020,7,220.0
00-0023459,2020,7,283.0
00-0026143,2020,7,338.0
00-0034869,2020,7,120.0
00-0036442,2020,7,406.0
00-0031280,2020,7,284.0
00-0033537,2020,7,309.0
00-0029701,2020,7,220.0
00-0023459,2020,8,291.0
00-0036355,2020,8,278.0
00-0035704,2020,8,248.0
00-0034869,2020,8,133.0
00-0031800,2022,12,138.0
00-0034796,2020,8,208.0
00-0031237,2020,8,176.0
00-0036212,2020,8,93.0
00-0036384,2020,8,180.0
00-0036442,2020,8,249.0
00-0033873,2020,8,416.0
00-0026143,2020,8,281.0
00-0029263,2020,8,261.0
00-0027939,2020,8,174.0
00-0031345,2020,8,84.0
00-0035710,2020,8,256.0
00-0034855,2020,8,122.0
00-0022924,2020,8,182.0
00-0022942,2020,8,262.0
00-0020531,2020,8,280.0
00-0033319,2020,8,238.0
00-0029701,2020,8,233.0
00-0031280,2020,9,165.0
00-0035228,2020,9,283.0
00-0023436,2020,9,325.0
00-0034857,2020,9,415.0
00-0033319,2020,9,291.0
00-0029567,2020,9,335.0
00-0029263,2020,9,390.0
00-0033873,2020,9,372.0
00-0035704,2020,9,313.0
00-0020531,2020,9,222.0
00-0023459,2020,9,305.0
00-0035710,2020,9,212.0
00-0034796,2020,9,170.0
00-0026143,2020,9,284.0
00-0022942,2020,9,227.0
00-0022924,2020,9,306.0
00-0036355,2020,9,326.0
00-0023459,2020,10,325.0
00-0027939,2020,10,118.0
00-0035228,2020,10,245.0
00-0031280,2020,10,154.0
00-0035710,2020,10,244.0
00-0031237,2020,10,136.0
00-0019596,2020,10,341.0
00-0029701,2020,10,147.0
00-0029604,2020,10,292.0
00-0034796,2020,10,249.0
00-0022942,2020,10,308.0
00-0033537,2020,10,163.0
00-0036355,2020,10,187.0
00-0029263,2020,11,197.0
00-0036442,2020,11,203.0
00-0033537,2020,11,344.0
00-0036355,2020,11,366.0
00-0032950,2020,11,235.0
00-0033275,2020,11,258.0
00-0022942,2020,11,288.0
00-0029701,2020,11,259.0
00-0023682,2020,11,117.0
00-0026158,2020,11,205.0
00-0023459,2020,11,311.0
00-0035228,2020,11,269.0
00-0022924,2020,11,267.0
00-0034796,2020,11,186.0
00-0030520,2020,12,235.0
00-0034855,2020,12,258.0
00-0023459,2020,12,211.0
00-0022924,2020,12,266.0
00-0033106,2020,12,198.0
00-0029263,2020,12,230.0
00-0027939,2020,12,84.0
00-0027973,2020,12,215.0
00-0029701,2020,12,221.0
00-0033873,2020,12,462.0
00-0022942,2020,12,295.0
00-0034869,2020,12,197.0
00-0033537,2020,12,318.0
00-0031237,2020,12,267.0
00-0033319,2020,12,252.0
00-0035228,2020,12,170.0
00-0034857,2020,12,157.0
00-0022924,2020,13,305.0
00-0027688,2020,13,105.0
00-0023436,2020,13,296.0
00-0026498,2020,13,402.0
00-0033873,2020,13,318.0
00-0029604,2020,13,305.0
00-0036212,2020,13,296.0
00-0031280,2020,13,381.0
00-0034855,2020,13,334.0
00-0027939,2020,13,69.0
00-0033106,2020,13,351.0
00-0033319,2020,13,316.0
00-0032434,2020,13,153.0
00-0030520,2020,14,85.0
00-0033873,2020,14,393.0
00-0029263,2020,14,206.0
00-0031280,2020,14,316.0
00-0036355,2020,14,243.0
00-0023436,2020,14,57.0
00-0022942,2020,14,244.0
00-0033319,2020,14,260.0
00-0035704,2020,14,280.0
00-0023459,2020,14,290.0
00-0019596,2020,14,196.0
00-0022924,2020,14,187.0
00-0034869,2020,14,132.0
00-0029604,2020,14,225.0
00-0035228,2020,14,244.0
00-0033537,2020,14,219.0
00-0034855,2020,14,343.0
00-0035289,2020,14,178.0
00-0035710,2020,14,127.0
00-0035228,2020,15,406.0
00-0029263,2020,15,121.0
00-0022924,2020,15,170.0
00-0033319,2020,15,219.0
00-0026143,2020,15,356.0
00-0029604,2020,15,271.0
00-0033537,2020,15,373.0
00-0036212,2020,15,145.0
00-0027688,2020,15,221.0
00-0035704,2020,15,132.0
00-0033869,2020,15,202.0
00-0034857,2020,15,359.0
00-0034869,2020,15,207.0
00-0034855,2020,15,297.0
00-0035232,2020,15,295.0
00-0034796,2020,15,243.0
00-0035289,2020,15,226.0
00-0019596,2020,15,390.0
00-0036355,2020,15,314.0
00-0033873,2022,14,352.0
00-0036389,2020,15,338.0
00-0029263,2020,16,225.0
00-0035228,2020,16,247.0
00-0035232,2020,16,154.0
00-0035704,2020,16,264.0
00-0033936,2020,16,182.0
00-0022942,2020,16,270.0
00-0026143,2020,16,300.0
00-0034855,2020,16,285.0
00-0034857,2020,16,320.0
00-0033873,2020,16,278.0
00-0033537,2020,16,324.0
00-0033869,2020,16,265.0
00-0034796,2020,16,183.0
00-0036389,2020,16,342.0
00-0034869,2020,16,175.0
00-0031237,2020,16,197.0
00-0036212,2020,16,94.0
00-0027973,2020,16,377.0
00-0029604,2020,16,291.0
00-0034899,2020,17,231.0
00-0034796,2020,17,113.0
00-0020531,2020,17,201.0
00-0030520,2020,17,261.0
00-0035710,2020,17,229.0
00-0026498,2020,17,293.0
00-0023436,2020,17,162.0
00-0031237,2020,17,176.0
00-0027939,2020,17,242.0
00-0036212,2020,17,361.0
00-0034869,2020,17,266.0
00-0036389,2020,17,72.0
00-0032434,2020,17,48.0
00-0029263,2020,17,181.0
00-0033869,2020,17,252.0
00-0035752,2020,17,105.0
00-0022942,2020,18,309.0
00-0022924,2020,18,501.0
00-0034855,2020,18,263.0
00-0019596,2020,18,381.0
00-0029701,2020,18,165.0
00-0033106,2020,19,174.0
00-0034855,2020,19,204.0
00-0033873,2020,19,255.0
00-0034857,2020,19,206.0
00-0023459,2020,19,296.0
00-0033873,2020,20,325.0
00-0019596,2020,20,280.0
00-0023459,2020,20,346.0
00-0034869,2022,15,225.0
00-0036442,2022,15,200.0
00-0029604,2022,15,460.0
00-0034855,2022,15,111.0
00-0033537,2022,16,135.0
00-0035146,2022,16,217.0
00-0029604,2022,16,299.0
00-0038128,2022,16,99.0
00-0036898,2022,17,202.0
00-0036879,2022,18,209.0
00-0033537,2022,18,230.0
00-0036898,2022,18,298.0
00-0030565,2022,18,213.0
00-0035040,2022,18,180.0
00-0035993,2022,19,226.0
00-0036971,2022,20,217.0
00-0039910,2024,18,38.0
00-0038998,2024,1,0.0
00-0033319,2024,3,0.0
00-0032268,2024,20,0.0
00-0036442,2025,15,225.0
00-0036442,2023,2,222.0
00-0039152,2024,4,25.0
00-0034401,2023,13,3.0
00-0038102,2024,12,0.0
00-0038102,2024,22,0.0
00-0038998,2024,5,17.0
00-0034577,2023,4,0.0
00-0034577,2023,11,0.0
00-0034577,2023,17,0.0
00-0039917,2024,11,24.0
00-0027939,2021,11,189.0
00-0036945,2024,5,131.0
00-0038102,2025,7,8.0
00-0038102,2025,10,0.0
00-0038102,2025,14,97.0
00-0038102,2025,18,3.0
00-0031503,2024,3,0.0
00-0035752,2022,16,90.0
00-0035100,2023,1,0.0
00-0038128,2024,8,56.0
00-0039150,2024,8,224.0
00-0039918,2024,8,131.0
00-0038128,2025,16,121.0
00-0029604,2022,1,277.0
00-0038400,2025,16,0.0
00-0038400,2025,18,241.0
00-0038416,2025,2,27.0
00-0038416,2025,9,20.0
00-0038122,2024,18,11.0
00-0039163,2024,18,50.0
00-0036389,2024,22,221.0
00-0028118,2021,13,45.0
00-0028118,2024,1,36.0
00-0038583,2024,11,0.0
00-0038550,2024,6,19.0
00-0038582,2025,17,8.0
00-0038582,2025,18,34.0
00-0040676,2025,3,219.0
00-0036355,2025,4,203.0
00-0034857,2025,4,209.0
00-0035993,2024,7,87.0
00-0036898,2023,11,2.0
00-0026300,2024,9,0.0
00-0026300,2024,4,1.0
00-0036971,2024,13,41.0
00-0038128,2024,2,122.0
00-0038128,2024,1,0.0
00-0030565,2024,1,171.0
00-0034857,2024,1,232.0
00-0035228,2024,1,162.0
00-0036212,2024,1,338.0
00-0033119,2024,1,121.0
00-0039918,2024,1,93.0
00-0039910,2024,1,184.0
00-0033106,2024,1,217.0
00-0039732,2024,2,246.0
00-0033537,2024,2,186.0
00-0034869,2024,2,268.0
00-0034857,2024,2,139.0
00-0039163,2024,2,260.0
00-0036389,2024,2,183.0
00-0036442,2024,2,258.0
00-0027973,2024,3,319.0
00-0034796,2024,3,182.0
00-0034869,2024,3,181.0
00-0033119,2024,3,98.0
00-0036389,2024,3,311.0
00-0039164,2024,3,167.0
00-0039732,2024,3,216.0
00-0035710,2024,3,236.0
00-0033077,2024,3,379.0
00-0036355,2024,3,125.0
00-0036971,2024,3,178.0
00-0037327,2024,3,107.0
00-0034869,2024,4,275.0
00-0037834,2024,4,288.0
00-0036442,2024,4,232.0
00-0035228,2024,4,142.0
00-0030565,2024,4,395.0
00-0039918,2024,4,157.0
00-0027973,2024,4,220.0
00-0039163,2024,4,345.0
00-0033119,2024,4,168.0
00-0033106,2024,4,292.0
00-0039910,2024,4,233.0
00-0034855,2024,4,347.0
00-0036355,2024,4,179.0
00-0039732,2024,4,60.0
00-0033077,2024,5,352.0
00-0033119,2024,5,160.0
00-0027973,2024,5,136.0
00-0036971,2024,5,371.0
00-0029604,2024,5,509.0
00-0033873,2024,5,331.0
00-0035289,2024,5,137.0
00-0036442,2024,5,392.0
00-0026498,2024,5,260.0
00-0038579,2024,5,94.0
00-0036264,2024,5,224.0
00-0034857,2024,5,131.0
00-0039910,2024,5,238.0
00-0034869,2024,5,179.0
00-0039918,2024,5,304.0
00-0037834,2024,5,244.0
00-0035228,2024,5,195.0
00-0023459,2024,6,294.0
00-0039918,2024,6,226.0
00-0027973,2024,6,221.0
00-0039851,2024,6,243.0
00-0039152,2024,6,95.0
00-0036971,2024,6,234.0
00-0033077,2024,6,178.0
00-0039376,2024,6,243.0
00-0036389,2024,6,264.0
00-0039910,2024,6,269.0
00-0029604,2024,6,225.0
00-0036264,2024,6,258.0
00-0033106,2024,6,315.0
00-0035228,2024,6,214.0
00-0034857,2024,6,215.0
00-0037834,2024,6,255.0
00-0026158,2024,6,189.0
00-0034855,2024,6,325.0
00-0034796,2024,6,323.0
00-0036264,2024,7,220.0
00-0027973,2024,7,93.0
00-0033106,2024,7,280.0
00-0035289,2024,7,154.0
00-0039163,2024,7,86.0
00-0039376,2024,7,172.0
00-0029604,2024,7,232.0
00-0033537,2024,7,128.0
00-0036971,2024,7,193.0
00-0039732,2024,7,164.0
00-0029263,2024,7,264.0
00-0039851,2024,7,276.0
00-0037834,2024,7,212.0
00-0033873,2024,7,154.0
00-0034855,2024,7,370.0
00-0035228,2024,7,145.0
00-0036442,2024,7,181.0
00-0034857,2024,7,323.0
00-0035228,2024,8,307.0
00-0033077,2024,8,243.0
00-0039910,2024,8,326.0
00-0036442,2024,8,234.0
00-0035710,2024,8,264.0
00-0033873,2024,8,262.0
00-0039376,2024,8,156.0
00-0036264,2024,8,196.0
00-0039164,2024,8,175.0
00-0036971,2024,8,308.0
00-0034855,2024,8,330.0
00-0035289,2024,8,209.0
00-0030565,2024,8,212.0
00-0039732,2024,8,284.0
00-0023459,2024,8,233.0
00-0036355,2024,8,279.0
00-0038998,2024,8,122.0
00-0037834,2024,8,260.0
00-0034857,2024,8,283.0
00-0033119,2024,8,132.0
00-0026498,2024,8,279.0
00-0033873,2024,9,291.0
00-0023459,2024,9,211.0
00-0036442,2024,9,251.0
00-0036389,2024,9,230.0
00-0031503,2024,9,235.0
00-0034869,2024,9,290.0
00-0035228,2024,9,154.0
00-0026158,2024,9,179.0
00-0039150,2024,9,171.0
00-0039163,2024,9,191.0
00-0035710,2024,9,174.0
00-0034857,2024,9,235.0
00-0039918,2024,9,217.0
00-0036212,2024,9,231.0
00-0038122,2024,9,74.0
00-0035289,2024,9,124.0
00-0034855,2024,9,200.0
00-0039732,2024,9,223.0
00-0036212,2024,10,207.0
00-0023459,2024,10,151.0
00-0026158,2024,10,272.0
00-0039163,2024,10,232.0
00-0033106,2024,10,240.0
00-0034855,2024,10,116.0
00-0031280,2024,10,269.0
00-0034857,2024,10,280.0
00-0039910,2024,10,202.0
00-0039150,2024,10,126.0
00-0036972,2024,10,111.0
00-0034869,2024,10,241.0
00-0036442,2024,10,428.0
00-0035710,2024,10,190.0
00-0029604,2024,10,306.0
00-0036389,2024,10,202.0
00-0036355,2024,10,164.0
00-0039732,2024,10,215.0
00-0034796,2024,10,290.0
00-0033873,2024,10,266.0
00-0039851,2024,10,184.0
00-0034796,2024,11,207.0
00-0026498,2024,11,295.0
00-0036212,2024,11,288.0
00-0036389,2024,11,221.0
00-0031503,2024,11,395.0
00-0036972,2024,11,138.0
00-0039910,2024,11,191.0
00-0031280,2024,11,248.0
00-0023459,2024,11,184.0
00-0034857,2024,11,262.0
00-0039918,2024,11,231.0
00-0037834,2024,11,159.0
00-0039152,2024,11,295.0
00-0036442,2024,11,356.0
00-0036355,2024,11,297.0
00-0030565,2024,11,221.0
00-0039851,2024,11,282.0
00-0033873,2024,11,196.0
00-0034855,2024,12,294.0
00-0032434,2024,12,199.0
00-0038476,2024,12,189.0
00-0033873,2024,12,269.0
00-0036212,2024,12,317.0
00-0030565,2024,12,254.0
00-0033662,2024,12,247.0
00-0034796,2024,12,177.0
00-0039163,2024,12,247.0
00-0039152,2024,12,278.0
00-0039150,2024,12,263.0
00-0036389,2024,12,179.0
00-0039851,2024,12,222.0
00-0036264,2025,8,360.0
00-0039164,2024,12,172.0
00-0035228,2024,12,285.0
00-0036355,2024,12,218.0
00-0036264,2024,18,69.0
00-0039918,2024,12,340.0
00-0039152,2024,13,212.0
00-0034796,2024,13,237.0
00-0026498,2024,13,183.0
00-0036442,2024,13,309.0
00-0039918,2024,13,256.0
00-0034869,2024,13,235.0
00-0035704,2024,13,178.0
00-0034855,2024,13,235.0
00-0039150,2024,13,298.0
00-0033662,2024,13,195.0
00-0039851,2024,13,238.0
00-0033106,2024,13,221.0
00-0039910,2024,13,206.0
00-0030565,2024,13,206.0
00-0035228,2024,13,260.0
00-0039164,2024,13,109.0
00-0029604,2024,13,245.0
00-0036972,2024,13,235.0
00-0029263,2024,13,414.0
00-0023459,2024,14,339.0
00-0039152,2024,14,168.0
00-0036442,2024,14,369.0
00-0038579,2024,14,104.0
00-0033873,2024,14,210.0
00-0035228,2024,14,259.0
00-0036389,2024,14,108.0
00-0034857,2024,14,342.0
00-0033662,2024,14,183.0
00-0039918,2024,14,134.0
00-0031503,2024,14,212.0
00-0039150,2024,14,191.0
00-0029604,2024,14,344.0
00-0034869,2024,14,347.0
00-0029263,2024,14,158.0
00-0026498,2024,14,320.0
00-0039150,2024,15,219.0
00-0034857,2024,15,362.0
00-0034796,2024,15,290.0
00-0029263,2024,15,128.0
00-0035228,2024,15,224.0
00-0034771,2024,15,209.0
00-0039164,2024,15,172.0
00-0039918,2024,15,191.0
00-0034855,2024,15,288.0
00-0039732,2024,15,130.0
00-0033873,2024,15,159.0
00-0037834,2024,15,142.0
00-0029604,2024,15,112.0
00-0039851,2024,15,202.0
00-0031503,2024,15,146.0
00-0036264,2024,16,182.0
00-0039150,2024,16,158.0
00-0038579,2024,16,257.0
00-0039163,2024,16,244.0
00-0034796,2024,16,207.0
00-0036212,2024,16,215.0
00-0039910,2024,16,258.0
00-0023459,2024,16,256.0
00-0034771,2024,16,252.0
00-0039732,2024,16,263.0
00-0034857,2024,16,154.0
00-0038583,2024,16,157.0
00-0036972,2024,16,247.0
00-0037834,2024,16,313.0
00-0039851,2024,16,261.0
00-0039910,2024,17,227.0
00-0036972,2024,17,174.0
00-0038583,2024,17,170.0
00-0036442,2024,17,412.0
00-0034771,2024,17,193.0
00-0034855,2024,17,359.0
00-0035704,2024,17,309.0
00-0029263,2024,17,205.0
00-0034796,2024,17,168.0
00-0039918,2024,17,122.0
00-0038579,2024,17,242.0
00-0039851,2024,17,117.0
00-0036264,2024,17,185.0
00-0026498,2024,17,189.0
00-0035228,2024,17,321.0
00-0039163,2024,17,185.0
00-0036355,2024,17,281.0
00-0038102,2024,17,143.0
00-0037834,2024,17,377.0
00-0031345,2024,18,334.0
00-0039918,2024,18,148.0
00-0039917,2024,18,312.0
00-0034869,2024,18,166.0
00-0039150,2024,18,251.0
00-0036355,2024,18,346.0
00-0023459,2024,18,274.0
00-0039376,2024,18,240.0
00-0032950,2024,18,98.0
00-0039152,2024,18,175.0
00-0029263,2024,18,148.0
00-0036442,2024,18,277.0
00-0034855,2024,18,221.0
00-0035704,2024,18,138.0
00-0026158,2024,18,264.0
00-0035228,2024,18,242.0
00-0036972,2024,18,225.0
00-0039732,2024,19,144.0
00-0034796,2024,19,175.0
00-0029263,2024,19,270.0
00-0034857,2024,19,272.0
00-0034855,2024,19,185.0
00-0039163,2024,19,282.0
00-0026498,2024,19,209.0
00-0036264,2024,19,212.0
00-0036355,2024,19,242.0
00-0033106,2024,20,313.0
00-0036389,2024,20,128.0
00-0033873,2024,20,177.0
00-0039910,2024,20,299.0
00-0026498,2024,20,324.0
00-0039163,2024,20,245.0
00-0034796,2024,20,254.0
00-0033873,2024,21,245.0
00-0039910,2024,21,255.0
00-0033106,2025,9,284.0
00-0038658,2025,9,0.0
00-0026498,2025,9,281.0
00-0035710,2025,9,342.0
00-0026158,2025,9,470.0
00-0037834,2023,22,255.0
00-0033077,2025,9,250.0
00-0036389,2025,10,183.0
00-0038598,2023,8,23.0
00-0039163,2025,9,79.0
00-0039164,2025,3,0.0
00-0039164,2025,5,9.0
00-0039376,2025,15,0.0
00-0036945,2025,11,116.0
00-0039150,2025,11,448.0
00-0039398,2025,8,58.0
00-0039398,2025,18,73.0
00-0039152,2023,17,16.0
00-0039577,2025,10,0.0
00-0039577,2025,12,-2.0
00-0031288,2023,14,-1.0
00-0031288,2023,18,20.0
00-0039851,2025,22,295.0
00-0039150,2025,12,169.0
00-0039923,2025,16,108.0
00-0038598,2023,17,67.0
00-0038582,2023,10,0.0
00-0039851,2025,12,294.0
00-0033077,2025,12,354.0
00-0039918,2025,12,239.0
00-0033119,2025,12,317.0
00-0026498,2025,13,243.0
00-0034857,2025,13,123.0
00-0023459,2025,14,284.0
00-0033936,2023,13,63.0
00-0036971,2025,15,330.0
00-0033873,2023,8,240.0
00-0026498,2023,1,334.0
00-0037077,2023,1,202.0
00-0033106,2023,1,253.0
00-0037834,2023,2,206.0
00-0029263,2023,2,308.0
00-0036355,2023,2,305.0
00-0033949,2023,2,228.0
00-0038102,2023,3,235.0
00-0037013,2023,3,157.0
00-0039163,2025,15,260.0
00-0034869,2025,16,270.0
00-0029604,2023,4,139.0
00-0039163,2023,4,306.0
00-0039164,2023,4,200.0
00-0036442,2023,4,165.0
00-0038102,2023,4,114.0
00-0033949,2023,4,265.0
00-0036212,2023,4,282.0
00-0037077,2023,4,290.0
00-0038122,2023,5,329.0
00-0036212,2023,8,324.0
00-0039150,2023,9,173.0
00-0039163,2023,19,274.0
00-0038102,2023,10,126.0
00-0036212,2023,11,325.0
00-0036442,2023,11,101.0
00-0036264,2023,11,322.0
00-0039150,2023,11,123.0
00-0036389,2023,12,200.0
00-0038102,2023,12,278.0
00-0033873,2023,12,298.0
00-0033106,2023,12,332.0
00-0030565,2023,12,180.0
00-0037834,2023,12,209.0
00-0036264,2023,12,268.0
00-0026498,2023,13,279.0
00-0033077,2023,13,299.0
00-0035100,2023,13,354.0
00-0037077,2023,13,127.0
00-0034855,2023,14,144.0
00-0037834,2023,14,368.0
00-0023459,2025,16,266.0
00-0033869,2023,14,190.0
00-0040206,2025,8,0.0
00-0040206,2025,16,0.0
00-0040206,2025,17,0.0
00-0037013,2023,14,301.0
00-0036389,2023,14,197.0
00-0039152,2023,14,327.0
00-0034857,2023,15,94.0
00-0033077,2023,15,134.0
00-0036212,2023,15,224.0
00-0029263,2023,15,223.0
00-0039851,2025,16,380.0
00-0033873,2023,15,305.0
00-0033873,2023,16,235.0
00-0038108,2023,16,256.0
00-0026498,2023,16,328.0
00-0033319,2023,16,411.0
00-0033106,2023,16,257.0
00-0036212,2023,17,237.0
00-0033936,2023,17,178.0
00-0029701,2023,17,168.0
00-0037834,2023,17,230.0
00-0035228,2023,17,232.0
00-0037077,2023,17,169.0
00-0032950,2023,18,163.0
00-0034869,2023,18,189.0
00-0032436,2023,18,166.0
00-0031280,2023,18,264.0
00-0026498,2023,19,367.0
00-0036264,2023,19,272.0
00-0034855,2023,19,337.0
00-0034796,2023,21,272.0
00-0037834,2023,21,267.0
00-0040494,2025,5,0.0
00-0040494,2025,18,57.0
00-0040494,2025,17,51.0
00-0040673,2025,3,0.0
00-0040676,2025,18,52.0
00-0040691,2025,3,0.0
00-0040691,2025,16,33.0
00-0040704,2025,11,68.0
00-0040704,2025,13,0.0
00-0040704,2025,16,0.0
00-0036971,2025,17,263.0
00-0040206,2025,18,270.0
00-0033119,2025,18,243.0
00-0036928,2024,1,0.0
00-0040691,2025,18,230.0
00-0036971,2025,18,255.0
00-0036442,2025,18,236.0
00-0026300,2025,18,131.0
00-0035228,2020,1,230.0
00-0040673,2025,1,0.0
00-0026158,2025,1,290.0
00-0039163,2025,1,188.0
00-0039150,2025,1,154.0
00-0039910,2025,1,233.0
00-0036945,2025,1,218.0
00-0034857,2025,1,394.0
00-0035228,2025,1,163.0
00-0039376,2025,1,214.0
00-0034796,2025,1,209.0
00-0039918,2025,1,210.0
00-0039851,2025,1,287.0
00-0034869,2025,1,150.0
00-0039917,2025,1,298.0
00-0036389,2025,1,152.0
00-0036212,2025,1,114.0
00-0036442,2025,1,113.0
00-0033077,2025,1,188.0
00-0029263,2025,1,168.0
00-0039376,2025,2,207.0
00-0035228,2025,2,220.0
00-0034857,2025,2,148.0
00-0026498,2025,2,298.0
00-0036355,2025,2,242.0
00-0036212,2025,2,315.0
00-0039851,2025,2,230.0
00-0039732,2025,2,206.0
00-0033077,2025,2,361.0
00-0036389,2025,2,101.0
00-0039923,2025,2,158.0
00-0039917,2025,2,135.0
00-0033873,2025,2,187.0
00-0034796,2025,2,225.0
00-0030565,2025,2,180.0
00-0039910,2025,2,200.0
00-0026158,2025,2,199.0
00-0036264,2025,2,292.0
00-0039732,2025,3,153.0
00-0026158,2025,3,142.0
00-0033106,2025,3,202.0
00-0036212,2025,3,146.0
00-0034869,2025,3,218.0
00-0039918,2025,3,298.0
00-0034796,2025,3,288.0
00-0026498,2025,3,196.0
00-0039376,2025,3,218.0
00-0023459,2025,3,139.0
00-0033873,2025,4,270.0
00-0033077,2025,4,319.0
00-0040691,2025,4,111.0
00-0039732,2025,4,326.0
00-0039918,2025,4,212.0
00-0040676,2025,4,108.0
00-0036212,2025,4,177.0
00-0039163,2025,4,233.0
00-0033106,2025,4,168.0
00-0039917,2025,4,313.0
00-0026498,2025,4,375.0
00-0040676,2025,5,265.0
00-0032950,2025,5,236.0
00-0035100,2025,5,251.0
00-0033106,2025,5,258.0
00-0039732,2025,5,242.0
00-0034855,2025,5,379.0
00-0033662,2025,5,179.0
00-0036389,2025,5,280.0
00-0035710,2025,5,212.0
00-0026498,2025,5,389.0
00-0039150,2025,5,198.0
00-0034857,2025,5,253.0
00-0033873,2025,6,257.0
00-0036971,2025,6,258.0
00-0039150,2025,6,199.0
00-0033119,2025,6,320.0
00-0039917,2025,6,250.0
00-0036264,2025,6,259.0
00-0035993,2025,6,68.0
00-0035710,2025,6,212.0
00-0036212,2025,6,205.0
00-0039732,2025,6,174.0
00-0033106,2025,6,203.0
00-0036355,2025,6,264.0
00-0023459,2025,6,235.0
00-0039732,2025,7,279.0
00-0030565,2025,7,67.0
00-0023459,2025,7,249.0
00-0039163,2025,7,229.0
00-0033119,2025,7,279.0
00-0039376,2025,7,233.0
00-0040691,2025,7,283.0
00-0036212,2025,7,100.0
00-0039150,2025,7,138.0
00-0039910,2025,7,156.0
00-0028118,2025,7,126.0
00-0039851,2025,7,222.0
00-0033077,2025,7,264.0
00-0036355,2025,7,420.0
00-0026158,2025,7,342.0
00-0040676,2025,7,255.0
00-0040743,2025,8,128.0
00-0034855,2025,8,152.0
00-0039851,2025,8,282.0
00-0032950,2025,8,144.0
00-0039732,2025,8,247.0
00-0026158,2025,8,223.0
00-0023459,2025,8,219.0
00-0029604,2025,8,173.0
00-0036389,2025,8,179.0
00-0039918,2025,8,285.0
00-0039376,2025,8,136.0
00-0036972,2025,8,193.0
00-0035710,2025,8,272.0
00-0040676,2025,8,259.0
00-0040691,2025,8,193.0
