player_id,game_id,season,week,y_true,y_pred,fold_idx,max_train_season,catboost_pred,lgbm_pred
00-0027061,2021_02_DAL_LAC,2021,2,0.0,0.5134636410739686,0,2020,0.491755986979407,0.4281673342365613
00-0027656,2021_02_ATL_TB,2021,2,2.0,0.5756637628251764,0,2020,0.521183542271661,0.5201481138456163
00-0027981,2021_02_NYG_WAS,2021,2,0.0,0.2725922981517151,0,2020,0.2486134682261766,0.2883272843534429
00-0030061,2021_02_SF_PHI,2021,2,0.0,0.330773729697134,0,2020,0.3104830094432204,0.3168469625980994
00-0030108,2021_02_NE_NYJ,2021,2,0.0,0.25533583093565876,0,2020,0.2492374152424983,0.2480901540162263
00-0030181,2021_02_LA_IND,2021,2,0.0,0.2668592584874707,0,2020,0.2730804021378075,0.2343292902328013
00-0030506,2021_02_KC_BAL,2021,2,1.0,0.6396007755593736,0,2020,0.6131588334636797,0.5113183337232011
00-0031260,2021_02_NYG_WAS,2021,2,0.0,0.42659004314051646,0,2020,0.3945478704743087,0.3936685026001084
00-0031387,2021_02_LV_PIT,2021,2,0.0,0.22615577951640292,0,2020,0.2183919162462551,0.2334779070317207
00-0031484,2021_02_DEN_JAX,2021,2,0.0,0.11812415995000197,0,2020,0.1378489862686964,0.1230149427352167
00-0031558,2021_02_MIN_ARI,2021,2,0.0,0.17844812055979956,0,2020,0.1767242387943094,0.1949116083142922
00-0031610,2021_02_LV_PIT,2021,2,0.0,0.2864056189843749,0,2020,0.293270897513225,0.2449069779538829
00-0031951,2021_02_DEN_JAX,2021,2,0.0,0.2991262369101526,0,2020,0.3003801485713198,0.261890878983959
00-0032134,2021_02_CIN_CHI,2021,2,0.0,0.2241513853848322,0,2020,0.2185588591635343,0.2286460170059652
00-0032141,2021_02_TEN_SEA,2021,2,0.0,0.12972964075863522,0,2020,0.1285421124555315,0.164960013933452
00-0032214,2021_02_NE_NYJ,2021,2,0.0,0.22072152025409153,0,2020,0.2345179823016474,0.1941278239199598
00-0032392,2021_02_HOU_CLE,2021,2,0.0,0.20929152936125792,0,2020,0.208804122572555,0.211234245676925
00-0033090,2021_02_NE_NYJ,2021,2,0.0,0.1594465233999848,0,2020,0.1615616160626791,0.1771504531727083
00-0033110,2021_02_LA_IND,2021,2,0.0,0.4943705283303345,0,2020,0.486917667225429,0.3929071302986852
00-0033217,2021_02_LA_IND,2021,2,0.0,0.16493090967303015,0,2020,0.1715883475167591,0.1728135254667762
00-0033288,2021_02_SF_PHI,2021,2,0.0,0.43004319845158845,0,2020,0.4109983774007166,0.3739597547323994
00-0033357,2021_02_NO_CAR,2021,2,0.0,0.1235679637101404,0,2020,0.1519474125545974,0.111766547640773
00-0033439,2021_02_HOU_CLE,2021,2,0.0,0.5726302349268357,0,2020,0.5663143069202194,0.4376732301285512
00-0033658,2021_02_DAL_LAC,2021,2,0.0,0.15179717103492799,0,2020,0.1649198979893103,0.1541531056213592
