player_id,season,week,position,fantasy_ppr
00-0036244,2022,6,TE,3.1
00-0036425,2022,6,RB,0.1
00-0036620,2022,6,WR,6.9
00-0028292,2022,6,LB,0.0
00-0031608,2022,6,S,0.0
00-0030155,2019,10,TE,4.800000000000001
00-0030114,2019,10,FS,0.0
00-0037324,2025,16,QB,5.140000000000001
00-0037284,2025,16,P,0.0
00-0037310,2025,16,DE,0.0
00-0037302,2025,16,OT,0.0
00-0037281,2025,16,LB,0.0
00-0037283,2025,16,DT,0.0
00-0037475,2025,16,TE,8.4
00-0037292,2025,16,TE,2.1
00-0030279,2019,10,WR,16.6
00-0030148,2019,10,DT,0.0
00-0030181,2019,10,TE,13.4
00-0030070,2019,10,DT,0.0
00-0030196,2019,10,S,0.0
00-0036409,2022,6,LB,0.0
00-0031270,2022,6,DT,0.0
00-0037587,2025,16,LB,0.0
00-0032416,2022,6,DE,0.0
00-0036413,2022,6,DE,0.0
