player_id,game_id,season,week,y_true,y_pred,fold_idx,xgb_pred,lgbm_pred,catboost_pred,tft_pred
00-0030181,2021_02_LA_IND,2021,2,13.4,8.36459073588458,0,7.6232896,8.663044060448943,7.7909244602257965,1.0100266933441162
00-0030506,2021_02_KC_BAL,2021,2,23.9,16.33767303368865,0,19.103893,14.341222161908645,16.605513546545424,-0.000195560263819
00-0031260,2021_02_NYG_WAS,2021,2,9.5,9.240411191120284,0,15.844397,10.019529824512135,10.327954199448923,8.48550796508789
00-0031387,2021_02_LV_PIT,2021,2,0.0,5.895794278125053,0,3.5261593,4.9456801936036365,5.527169105564557,-0.0009727824362926
00-0031484,2021_02_DEN_JAX,2021,2,0.0,4.88661177385792,0,3.5082176,4.497333515493559,4.599192772989368,4.0725411963649094e-05
00-0031558,2021_02_MIN_ARI,2021,2,16.4,6.489580522490659,0,5.810912,7.277227104924139,5.839559883259924,-0.0002566825714893
00-0031585,2021_02_TEN_SEA,2021,2,7.3,4.982290538874395,0,4.8968463,4.859716011504963,4.856131721766747,-0.0005413334001787
00-0031610,2021_02_LV_PIT,2021,2,11.5,14.632629548727035,0,11.446858,14.025063801369956,13.473300514545343,1.6376419067382812
00-0032062,2021_02_KC_BAL,2021,2,3.0,2.4241725782954524,0,2.1735983,2.941198804927081,2.762523669950065,9.318878173828123
00-0032214,2021_02_NE_NYJ,2021,2,1.8,7.328287392988454,0,6.2111926,7.264617220101893,7.5127751183160845,12.25951099395752
00-0032392,2021_02_HOU_CLE,2021,2,9.0,6.157701149886024,0,6.9820952,5.380208968261104,6.346747246818442,0.0002426370192551
00-0033090,2021_02_NE_NYJ,2021,2,6.2,8.55411812553772,0,7.8375993,8.167235386279344,8.141457837804806,-0.0003453641547821
00-0033110,2021_02_LA_IND,2021,2,1.8,15.09435211333221,0,19.448856,13.306506285462854,16.654096000449293,16.85135841369629
00-0033288,2021_02_SF_PHI,2021,2,5.7,14.827537677721306,0,17.37714,12.317797012294342,15.327578661115137,-0.0002808660501614
00-0033439,2021_02_HOU_CLE,2021,2,0.0,11.047897121043174,0,13.44653,9.917717677189096,11.455313233190552,2.291475534439087
00-0033858,2021_02_NE_NYJ,2021,2,6.800000000000001,7.412378917225634,0,8.023864,6.381187302201218,8.143591687511545,10.323883056640623
00-0033885,2021_02_HOU_CLE,2021,2,3.8,8.902222671923969,0,11.61318,8.430596203584653,9.908413222061672,12.922090530395508
00-0033895,2021_02_TEN_SEA,2021,2,1.3,7.060564636259218,0,8.644896,7.86505907725188,7.981935754876274,20.517383575439453
00-0034270,2021_02_MIN_ARI,2021,2,3.5,10.547823962528039,0,9.070136,9.550019902856304,10.04758721598851,-0.0001221651473315
00-0034351,2021_02_SF_PHI,2021,2,4.4,9.907349597525762,0,13.874727,11.217339661159413,10.324939366720876,9.798404693603516
00-0034364,2021_02_HOU_CLE,2021,2,2.7,4.4610200571533,0,5.7299514,5.597246590655508,4.5706950181069885,6.106504440307617
00-0034365,2021_02_NO_CAR,2021,2,1.7000000000000002,6.098474219704213,0,5.914404,5.57623925993373,6.154837054505196,2.59122085571289
00-0034383,2021_02_DAL_LAC,2021,2,3.8,10.922799391394513,0,10.878149,9.60982252267316,10.784729738556338,-0.000381868914701
00-0034753,2021_02_KC_BAL,2021,2,10.7,9.554909424005732,0,12.473379,10.859649172809345,9.232994327367583,-0.0001507785200374
00-0034829,2021_02_BUF_MIA,2021,2,7.1000000000000005,7.819836279325092,0,11.413988,8.647076476870222,8.671640999720958,13.362054824829102
00-0034830,2021_02_ATL_TB,2021,2,1.6,4.9795532551747606,0,4.6523027,4.990887732182329,5.05308992313717,5.123190879821777
00-0034981,2021_02_LV_PIT,2021,2,11.4,4.99074560412785,0,4.1854715,4.84184634952544,4.730031894383611,-0.0009530943934805
00-0034988,2021_02_NYG_WAS,2021,2,4.4,2.6978093738404385,0,2.9310417,3.210513958033163,2.955959669041011,6.536296844482422
00-0035229,2021_02_DET_GB,2021,2,20.6,12.607847417918308,0,16.596514,12.24243533155767,13.963079783188416,19.757917404174805
00-0035644,2021_02_DEN_JAX,2021,2,13.3,12.455186858962854,0,13.848365,12.154258037034545,12.160305882828077,-0.0002666737418621
00-0035689,2021_02_BUF_MIA,2021,2,9.7,9.204017176756938,0,12.044651,9.926586972169154,9.083816201037186,-0.000201546747121
00-0036040,2021_02_NO_CAR,2021,2,3.3000000000000003,4.2794972833807154,0,3.147681,4.791312181079597,3.784997431954471,-0.0001796596188796
00-0036232,2021_02_HOU_CLE,2021,2,8.9,4.316648893057124,0,4.1915326,5.328603631235317,3.945955849161196,1.6230376958847046
00-0036290,2021_02_CIN_CHI,2021,2,1.0,10.454690296083673,0,12.959048,10.817631894182568,10.299702190372068,-0.0004261381109245
00-0027061,2021_03_LAC_KC,2021,3,4.7,7.400937616299339,0,11.367718,9.764950592754769,7.619631946838442,9.366527557373049
00-0027656,2021_03_TB_LA,2021,3,9.5,10.111768793583497,0,9.41163,10.680398363287958,9.277538787892476,-0.0003835579846054
00-0028097,2021_03_ATL_NYG,2021,3,9.7,2.9458165332642916,0,1.6651804,2.941198804927081,2.8228673106823052,2.4087698459625244
00-0029738,2021_03_BAL_DET,2021,3,5.5,2.6181931366512297,0,2.283336,2.8635430700329367,2.4856312722313163,0.0002128451160388
00-0030061,2021_03_PHI_DAL,2021,3,15.3,4.024187079257483,0,4.1038084,4.035933970618393,4.641812247998352,12.095573425292969
00-0030181,2021_03_IND_TEN,2021,3,2.0,8.39483639642794,0,6.7969337,8.053503688582879,7.846431200379412,0.7531185150146484
00-0030506,2021_03_LAC_KC,2021,3,17.4,15.060728362418391,0,15.48111,13.613502218540654,14.770890754765134,-4.29109059041366e-05
00-0031260,2021_03_WAS_BUF,2021,3,12.2,7.642175075308166,0,11.051283,9.9514979251419,7.6426724293016175,7.452822208404541
00-0031273,2021_03_TB_LA,2021,3,7.5,3.8242221144315947,0,4.815856,5.028877741446032,3.5529440225486395,-0.0004015488084405
00-0031387,2021_03_CIN_PIT,2021,3,0.0,4.466295744967935,0,3.783423,4.62257507783035,4.165379567268083,-0.0009730336605571
00-0031484,2021_03_ARI_JAX,2021,3,0.0,4.456511118965819,0,2.650625,4.328314561020857,4.027932525039969,2.6465524570085108e-05
00-0031558,2021_03_ARI_JAX,2021,3,4.9,9.132154162222804,0,10.0179205,8.720487330769766,9.004949371978029,-0.0003881890443153
00-0031585,2021_03_IND_TEN,2021,3,1.7000000000000002,5.9694979191417525,0,4.913403,5.718312687095999,5.6247508464680305,-0.0004168401937931
00-0031610,2021_03_MIA_LV,2021,3,10.4,13.649268565299266,0,14.831476,13.546601776483056,13.26944866508054,1.85624361038208
00-0032214,2021_03_NYJ_DEN,2021,3,3.2,4.630418136403344,0,4.247771,5.289419142849635,4.843408277643153,11.102537155151367
00-0032392,2021_03_CHI_CLE,2021,3,9.9,8.579920380782522,0,8.399698,8.965545724043617,8.016092936568091,0.0002675692085176
00-0033090,2021_03_NO_NE,2021,3,8.6,7.467667716537855,0,8.902641,8.336156023573418,7.141607071525232,-0.0002115661773132
00-0033110,2021_03_TB_LA,2021,3,15.0,8.779494617113222,0,10.701074,9.766472154772154,9.436975622233792,17.873722076416016
00-0033258,2021_03_ARI_JAX,2021,3,0.0,2.340172489716354,0,1.8393874,3.3657016802059077,2.2494992206927966,5.508111953735352
00-0033288,2021_03_GB_SF,2021,3,17.1,12.167760714771926,0,17.896032,11.345440540960729,12.924611794018489,-0.0001856838498497
00-0033439,2021_03_CAR_HOU,2021,3,0.0,5.51340205169642,0,5.6527085,6.016550712974292,5.319558750648399,2.315781593322754
00-0033858,2021_03_NO_NE,2021,3,1.4,7.149651626793923,0,7.14771,6.992333471139162,7.551614894241376,11.434616088867188
00-0033881,2021_03_ATL_NYG,2021,3,2.1,3.763943655362577,0,5.1060514,5.063306051839676,3.888299305866785,6.20473051071167
00-0033895,2021_03_SEA_MIN,2021,3,10.4,7.286361765856944,0,9.089464,8.350333100026404,8.134679088323642,20.25761985778809
00-0034270,2021_03_SEA_MIN,2021,3,20.0,7.630796019301551,0,7.196454,8.153180088754375,7.03747894350778,8.862152753863484e-05
00-0034351,2021_03_PHI_DAL,2021,3,8.600000000000001,6.838113582222621,0,7.474151,7.98442778846271,6.851660803955301,9.58913230895996
00-0034364,2021_03_CAR_HOU,2021,3,7.2,4.50043077055437,0,6.1158667,5.496100476373936,4.731274182434576,6.25970458984375
00-0034383,2021_03_PHI_DAL,2021,3,26.0,6.359454660696561,0,6.7602654,6.174533818790644,6.254333754680782,-0.0002902580890804
00-0034753,2021_03_BAL_DET,2021,3,15.9,11.152656960632914,0,10.145497,9.953243288131349,10.77023936931187,-0.0002414345944998
00-0034798,2021_03_MIA_LV,2021,3,0.0,3.9440129466083738,0,4.230502,4.318341235829136,5.032028111712153,21.646156311035156
00-0034829,2021_03_MIA_LV,2021,3,18.6,8.579267703966767,0,10.811705,8.668593866992119,9.323022357000411,12.844022750854492
00-0034830,2021_03_ATL_NYG,2021,3,0.0,5.258855831000487,0,3.8974588,5.4717101424162,4.994098265826189,4.294546127319336
00-0034988,2021_03_ATL_NYG,2021,3,1.9,3.032669952869177,0,2.655313,3.8031194648654494,3.1090989465717516,7.37807035446167
00-0035229,2021_03_BAL_DET,2021,3,3.0,12.424100776375358,0,16.940495,12.154258037034545,13.977602752792324,21.733863830566406
00-0035329,2021_03_LAC_KC,2021,3,2.9000000000000004,3.8325930085327604,0,5.13816,4.803119386606967,3.7004480449688937,-0.0002455757348798
00-0035631,2021_03_CIN_PIT,2021,3,0.0,2.9131355833617056,0,2.813684,2.7253398358287977,2.9500078225997397,-0.0002575414837338
00-0035644,2021_03_NYJ_DEN,2021,3,3.5,11.886260808174985,0,11.403494,10.91182049235626,11.482187574623666,-7.929925050120801e-05
00-0035689,2021_03_WAS_BUF,2021,3,14.9,7.190253068929233,0,6.099031,7.928482793714042,6.426004070067597,-0.0001449546107323
00-0036232,2021_03_CHI_CLE,2021,3,0.0,8.072612532068174,0,9.1322155,9.406609792313883,7.568446278052718,1.6246477365493774
00-0036290,2021_03_CHI_CLE,2021,3,2.1,6.49374557712658,0,6.3233056,7.006086257216765,6.035259516010328,-0.0005520927370525
00-0036422,2021_03_NO_NE,2021,3,0.0,9.856895392649811,0,11.64058,9.245736911170813,9.92317121601247,-0.0001682055153651
00-0027061,2021_04_LV_LAC,2021,4,19.0,7.276766986380708,0,6.6958013,7.516308797088495,7.385004128359763,10.753849983215332
00-0027981,2021_04_NYG_NO,2021,4,4.4,5.124838553509502,0,5.507952,5.6035332697915825,5.625628315693279,13.048799514770508
00-0030061,2021_04_KC_PHI,2021,4,12.0,5.8128168675184,0,8.191087,7.487356138611598,6.27242151964373,13.174663543701172
00-0030506,2021_04_KC_PHI,2021,4,6.300000000000001,16.651771466478305,0,16.877811,14.009866044969268,16.607947805555185,-0.0001512259477749
00-0031273,2021_04_TB_NE,2021,4,4.9,6.072605294964315,0,5.6543097,5.847431630373453,5.8384618253056155,-0.0004121866077184
00-0031387,2021_04_PIT_GB,2021,4,2.8,4.058014507132911,0,4.640288,4.244530768053581,4.026267126199853,-0.0010223139543086
00-0031484,2021_04_JAX_CIN,2021,4,1.7000000000000002,3.5105310573672086,0,1.7391,3.715447815140792,3.044438923710629,-0.0002285210503032
00-0031558,2021_04_ARI_LA,2021,4,17.6,7.034162390588486,0,6.4947867,5.890271181912103,7.013091807702342,-0.0003763500717468
00-0031610,2021_04_LV_LAC,2021,4,15.0,14.19472881625618,0,15.7998295,13.715739320840957,13.99092437432053,1.955732822418213
00-0032392,2021_04_CLE_MIN,2021,4,2.1,9.678746944959496,0,10.533227,9.920064106392369,9.291153484040183,0.0001567613508086
00-0033090,2021_04_TB_NE,2021,4,13.2,8.399389712420625,0,7.9127364,8.949227185062751,7.733040597840016,-0.0001488605048507
00-0033110,2021_04_ARI_LA,2021,4,7.6,9.21278693249764,0,9.504707,10.18871117353027,9.536209904085428,18.144969940185547
00-0033288,2021_04_SEA_SF,2021,4,8.0,14.050611533163785,0,15.315201,11.852261077070846,14.247074471259555,-0.0002164894685847
00-0033439,2021_04_HOU_BUF,2021,4,1.6,5.40047973838897,0,5.1263795,6.441916965047285,4.953406990498296,2.298102617263794
00-0033455,2021_04_TEN_NYJ,2021,4,5.300000000000001,5.542424134588595,0,6.1544766,6.310392423635683,5.220708450052359,-0.0004575360217131
00-0033858,2021_04_TB_NE,2021,4,10.4,6.402951776458428,0,7.0244865,6.838080345208124,6.8220138782402895,12.094766616821287
00-0033881,2021_04_NYG_NO,2021,4,7.4,8.4625261747995,0,11.126489,9.144932781543073,8.690106199468332,5.5814995765686035
00-0033885,2021_04_CLE_MIN,2021,4,3.7,7.719642860206888,0,9.77037,7.643570238591377,8.48579878885911,11.85630989074707
00-0033896,2021_04_IND_MIA,2021,4,0.0,3.4749448960618623,0,1.7608016,2.8397445701193713,3.5806881612023784,4.916110038757324
00-0034159,2021_04_SEA_SF,2021,4,2.5,7.959302239244724,0,8.423021,8.126412617267855,7.638637102945198,-0.0002619188162498
00-0034270,2021_04_CLE_MIN,2021,4,5.8,11.97226623501037,0,10.605682,11.05697819133151,11.36747834526022,0.0001266118488274
00-0034351,2021_04_KC_PHI,2021,4,16.6,7.212671238469973,0,10.715649,9.522728939293064,7.413617688328376,10.125025749206545
00-0034364,2021_04_HOU_BUF,2021,4,-0.2999999999999998,7.181159194122856,0,3.6792445,5.557487415998723,7.074377837215971,6.196423530578613
00-0034365,2021_04_CAR_DAL,2021,4,4.5,4.718297181729887,0,5.2877407,4.615721994840672,4.892505281108872,2.7883946895599365
00-0034383,2021_04_CAR_DAL,2021,4,17.8,11.25604718594612,0,11.124616,10.733745548149972,10.815861877312186,-0.000262301415205
00-0034753,2021_04_BAL_DEN,2021,4,11.7,9.79387852965214,0,7.1908116,9.531974041639325,8.879584053840484,-0.0002172482636524
00-0034798,2021_04_IND_MIA,2021,4,2.6,2.7992873352587564,0,3.1236951,3.4801332047564304,3.891532858476388,21.96911239624023
00-0034829,2021_04_IND_MIA,2021,4,16.7,9.489889286622965,0,8.23315,8.826611192113033,9.744978232864264,13.145750045776367
00-0034830,2021_04_WAS_ATL,2021,4,6.9,4.5007863191271,0,4.206855,5.150168137597584,4.416105911454967,5.351428031921387
00-0035229,2021_04_DET_CHI,2021,4,8.2,11.157496821335677,0,8.625636,10.920495160037422,11.324959067075842,20.563770294189453
00-0035329,2021_04_LV_LAC,2021,4,9.7,5.269705665125578,0,4.104057,5.473625546418569,4.801407642146467,-2.890671021305025e-05
00-0035644,2021_04_BAL_DEN,2021,4,16.6,10.068629702735478,0,10.327004,9.027413274235222,9.960208704060868,-0.0001266567560378
00-0035689,2021_04_HOU_BUF,2021,4,20.7,8.61935129630616,0,10.438391,9.45419588512091,8.300286047784006,-4.904565867036581e-05
00-0036232,2021_04_CLE_MIN,2021,4,1.3,7.178237066299936,0,8.573055,7.477650912771829,7.143130051649069,1.5871845483779907
00-0036290,2021_04_DET_CHI,2021,4,1.6,9.433518477781163,0,9.96668,9.543657295653666,9.04272336199316,-0.0003922033356502
00-0036422,2021_04_NYG_NO,2021,4,1.3,9.076770794970738,0,7.4413953,8.239930865844112,8.59453445538281,-1.2150296242907643e-05
00-0024243,2021_05_GB_CIN,2021,5,5.4,4.061456883399944,0,4.4953513,4.696520602571249,4.134965795318447,4.975467205047607
00-0027061,2021_05_CLE_LAC,2021,5,3.9,8.556447782739681,0,8.880246,8.646708190070713,8.814833400550095,10.940314292907717
00-0027981,2021_05_NYG_DAL,2021,5,2.4000000000000004,4.783460951842222,0,4.280595,5.583779847441788,5.029510525876394,13.11032009124756
00-0028097,2021_05_NYJ_ATL,2021,5,6.0,4.556600968314583,0,5.027531,4.357677063427765,4.768078969233407,3.0278475284576416
00-0030061,2021_05_PHI_CAR,2021,5,1.7000000000000002,7.971632074148283,0,8.633704,8.424335001638424,8.291654083179186,12.236454010009766
00-0030181,2021_05_IND_BAL,2021,5,1.4,8.431158468685354,0,10.234776,8.709812402258846,8.352686273057097,0.8156206607818604
00-0030506,2021_05_BUF_KC,2021,5,17.7,14.973692256908471,0,17.725113,13.613358343586231,15.123124788012834,-2.475387009326369e-05
00-0031273,2021_05_MIA_TB,2021,5,2.2,6.844529728960549,0,6.8373857,7.711543595978255,6.27658478008135,-0.0002580477157607
00-0031387,2021_05_DEN_PIT,2021,5,3.0,3.7813158108339757,0,2.9455166,4.160010852140466,3.424213937039162,-0.0009885983308777
00-0031558,2021_05_SF_ARI,2021,5,2.4000000000000004,7.732105822579086,0,3.9940872,5.807981157768137,7.286745044890492,-0.0001740956213325
00-0031585,2021_05_TEN_JAX,2021,5,8.4,4.800437116575579,0,5.201498,5.804970105106955,4.410316201608925,-0.0005103429430164
00-0031610,2021_05_CHI_LV,2021,5,8.5,13.454593606068851,0,12.386275,13.319231619457922,12.642361864255948,1.6666853427886963
00-0032134,2021_05_GB_CIN,2021,5,3.6,7.643404675470063,0,8.567396,7.696147970553636,7.975860553392427,8.816603660583496
00-0032392,2021_05_CLE_LAC,2021,5,2.0,10.727124095754963,0,9.672208,9.476936737198022,10.381726304411442,0.0001552126341266
00-0033090,2021_05_NE_HOU,2021,5,19.5,7.566566411908441,0,7.217376,8.592310131257678,6.827975039653877,-0.0003096376312896
00-0033110,2021_05_LA_SEA,2021,5,9.4,10.004022650714777,0,11.096117,9.815554905411464,10.788224334119777,17.652359008789062
00-0033439,2021_05_NE_HOU,2021,5,4.2,4.865080352094024,0,4.372142,4.9365831912178955,4.733903940877671,2.3142800331115723
00-0033455,2021_05_TEN_JAX,2021,5,6.300000000000001,5.736803663090864,0,5.375447,5.911555872983422,5.404977838425617,-0.0004255538224242
00-0033658,2021_05_NYG_DAL,2021,5,0.0,5.19099957555812,0,4.9088025,4.845745529347097,5.0850189661371825,-0.0003152012941427
00-0033858,2021_05_NE_HOU,2021,5,5.2,6.918672419742749,0,6.0388536,6.494410013193981,7.206133702997611,10.644730567932127
00-0033881,2021_05_NYG_DAL,2021,5,9.5,9.330635807476082,0,9.76102,9.110549346568458,9.34857049237763,5.490075588226318
00-0033885,2021_05_CLE_LAC,2021,5,27.9,5.9613908839717284,0,7.2539525,7.139517180969748,6.293010725101633,12.002039909362791
00-0033896,2021_05_MIA_TB,2021,5,3.5,2.965109013114682,0,2.4521573,3.513572946345229,2.9455817675452884,4.791750907897949
00-0034073,2021_05_SF_ARI,2021,5,4.5,9.86793033507843,0,7.380933,9.444426604216597,9.217611565789934,3.3831024169921875
00-0034159,2021_05_LA_SEA,2021,5,4.9,7.765155213221649,0,9.845543,6.91948038342619,8.113633262353781,-0.0001105105475289
00-0034270,2021_05_DET_MIN,2021,5,4.5,10.841178943422364,0,9.433266,9.742148023815057,10.367844575362806,0.0001351202081423
00-0034351,2021_05_PHI_CAR,2021,5,4.800000000000001,6.877913265719056,0,7.320841,7.308228254257419,7.0828053335265535,9.50844669342041
00-0034364,2021_05_NE_HOU,2021,5,3.7,5.633601893419835,0,6.1393237,5.772885318329578,5.849020193085188,6.2600789070129395
00-0034365,2021_05_PHI_CAR,2021,5,8.0,5.109870427421341,0,3.700155,4.4876646137228695,5.007330183278737,2.275235414505005
00-0034383,2021_05_NYG_DAL,2021,5,13.9,11.255289126784554,0,14.200704,9.95428142300764,11.682661878694546,-0.0002495828084647
00-0034753,2021_05_IND_BAL,2021,5,41.7,12.24866464257597,0,12.152402,11.578676659108712,11.795161039984269,-0.0001206556189572
00-0034766,2021_05_DET_MIN,2021,5,0.0,2.7504138445072766,0,3.7502978,3.557579701060563,3.166682860264088,8.42093563079834
00-0034798,2021_05_MIA_TB,2021,5,4.300000000000001,3.036370034228986,0,4.4532037,4.415928725581513,4.0892709614107465,21.82762908935547
00-0034829,2021_05_MIA_TB,2021,5,8.3,11.08542169506934,0,10.328285,10.623736858101417,11.254932187147514,13.028620719909668
00-0034830,2021_05_NYJ_ATL,2021,5,12.0,4.865984026797974,0,4.431896,4.964099207050431,4.911377036315198,5.366204738616943
00-0034988,2021_05_NYG_DAL,2021,5,0.0,3.331926787271167,0,2.1520145,3.5745076357577923,3.379339463076459,6.95963191986084
00-0035229,2021_05_DET_MIN,2021,5,4.2,10.422600803333903,0,9.359808,10.315475158830235,10.88485877000096,20.48346519470215
00-0035329,2021_05_CLE_LAC,2021,5,12.9,4.812402131365785,0,3.2035387,4.874352865285243,4.335129723740852,2.157772541977465e-06
00-0035624,2021_05_NE_HOU,2021,5,1.9,4.262246263702683,0,2.967172,4.98292089822786,3.993513073449048,5.725944519042969
00-0035644,2021_05_DEN_PIT,2021,5,5.0,10.80761099299271,0,7.509415,9.685089943521364,9.969756296768294,-0.0002165301557397
00-0035689,2021_05_BUF_KC,2021,5,20.700000000000003,11.839621951441597,0,14.449932,10.46942313497932,12.18276691208759,-0.0001561054232297
00-0036232,2021_05_CLE_LAC,2021,5,0.0,6.054958306085626,0,6.880302,7.055955039315323,5.753321814832211,1.5916860103607178
00-0036290,2021_05_CHI_LV,2021,5,4.2,8.640065521390156,0,9.5596075,9.60687791147222,8.09758799863356,-0.0005409626173786
00-0036422,2021_05_NO_WAS,2021,5,6.3,6.565979854227242,0,6.2159405,6.147637687741905,6.374928961248255,-0.0001564710255479
00-0036894,2021_05_DEN_PIT,2021,5,2.7,4.833973637918847,0,4.777844,5.364926347114505,4.514285843392818,0.1159133911132812
