player_id,game_id,season,week,y_true,y_pred,fold_idx,max_train_season,catboost_pred,lgbm_pred
00-0019596,2021_02_ATL_TB,2021,2,0.0,0.6698757950761659,0,2020,0.6546266320733176,0.695554351460141
00-0022924,2021_02_LV_PIT,2021,2,1.0,0.7425472179444819,0,2020,0.7635807247599058,0.7514096627248142
00-0023459,2021_02_DET_GB,2021,2,0.0,0.7486929555769406,0,2020,0.7599143791783265,0.695554351460141
00-0026143,2021_02_ATL_TB,2021,2,3.0,0.7809144461894943,0,2020,0.8100231890652683,0.7287859389268995
00-0026498,2021_02_LA_IND,2021,2,1.0,0.7210488103428433,0,2020,0.7179585691672575,0.6719095130036482
00-0027973,2021_02_CIN_CHI,2021,2,0.0,0.7448990143753662,0,2020,0.7542262291448131,0.6926382907166952
00-0028118,2021_02_HOU_CLE,2021,2,0.0,0.7069942354486911,0,2020,0.7074307983973892,0.710696520631416
00-0029263,2021_02_TEN_SEA,2021,2,0.0,0.7491385664760304,0,2020,0.752906093218322,0.6597935974832495
00-0029604,2021_02_MIN_ARI,2021,2,0.0,0.6603547349676832,0,2020,0.636880509284481,0.6719095130036482
00-0029701,2021_02_TEN_SEA,2021,2,0.0,0.7301250913877582,0,2020,0.7401599915973299,0.719302769036811
00-0031237,2021_02_DEN_JAX,2021,2,0.0,0.6970391631372554,0,2020,0.6941323348486013,0.710696520631416
00-0031280,2021_02_LV_PIT,2021,2,0.0,0.7233728666553084,0,2020,0.7453954343508827,0.7863481826657598
00-0031345,2021_02_SF_PHI,2021,2,0.0,0.7249002162309915,0,2020,0.7231034620633433,0.6719095130036482
00-0031503,2021_02_NO_CAR,2021,2,2.0,0.7231575436139365,0,2020,0.7290225214646767,0.710696520631416
00-0031800,2021_02_NYG_WAS,2021,2,1.0,0.7189192214472913,0,2020,0.7107251338640592,0.6512690801640018
00-0032950,2021_02_LA_IND,2021,2,1.0,0.7421136334117598,0,2020,0.7613285094902459,0.7435412138648617
00-0033077,2021_02_DAL_LAC,2021,2,1.0,0.7264816600499209,0,2020,0.7226399098285939,0.6597935974832495
00-0033106,2021_02_DET_GB,2021,2,1.0,0.7348343610671442,0,2020,0.7407813820394005,0.6926382907166952
