player_id,game_id,season,week,y_true,y_pred,fold_idx,max_train_season,catboost_pred,lgbm_pred
00-0027685,2021_02_BUF_MIA,2021,2,6.0,6.077023631516598,0,2020,6.014163234699013,5.886814642910886
00-0027793,2021_02_ATL_TB,2021,2,3.0,6.999014151211113,0,2020,6.504415290683228,7.168330535196393
00-0027942,2021_02_MIN_ARI,2021,2,6.0,4.772007299711948,0,2020,4.522993704024614,4.941490024951467
00-0027944,2021_02_TEN_SEA,2021,2,8.0,5.271398521595078,0,2020,4.986472921473782,5.4199710788970945
00-0029000,2021_02_BUF_MIA,2021,2,4.0,8.215918063407507,0,2020,8.662511968658235,7.213546412329341
00-0029293,2021_02_DEN_JAX,2021,2,11.0,6.685209103371644,0,2020,6.305240525664031,6.7673643717979415
00-0029632,2021_02_SF_PHI,2021,2,1.0,2.9754620621204135,0,2020,2.983619174874245,3.0807406431701203
00-0030035,2021_02_MIN_ARI,2021,2,7.0,7.726160715968425,0,2020,7.437216947153096,7.584008199584758
00-0030068,2021_02_CIN_CHI,2021,2,3.0,5.221525787722402,0,2020,4.832673614282455,5.489318189412487
00-0030279,2021_02_DAL_LAC,2021,2,8.0,9.437085413263084,0,2020,9.08304576722606,9.160171306538588
00-0030431,2021_02_LA_IND,2021,2,9.0,5.785911161714243,0,2020,5.338058524107272,6.050134090677856
00-0030564,2021_02_MIN_ARI,2021,2,4.0,8.119544191783191,0,2020,7.833581940089986,7.926852264360203
00-0030669,2021_02_BUF_MIA,2021,2,6.0,2.804252749881224,0,2020,2.704774301445192,3.0473786355410835
00-0031236,2021_02_HOU_CLE,2021,2,14.0,6.955603646123824,0,2020,6.816852724556659,6.742454952617673
00-0031325,2021_02_KC_BAL,2021,2,7.0,6.590999630729371,0,2020,6.453205297937575,6.420640157550003
00-0031381,2021_02_DET_GB,2021,2,9.0,6.754075236350284,0,2020,6.953809939221772,6.196385461077602
00-0031382,2021_02_HOU_CLE,2021,2,1.0,6.460205381283697,0,2020,5.970211912231441,6.689278016385351
00-0031408,2021_02_ATL_TB,2021,2,9.0,5.540638170514362,0,2020,5.335243330156478,5.570197753238092
00-0031428,2021_02_CIN_CHI,2021,2,4.0,6.97522151713799,0,2020,7.36990981587874,6.178551285736536
00-0031544,2021_02_DAL_LAC,2021,2,5.0,9.007157539011665,0,2020,8.638322375061886,8.798047015791512
00-0031547,2021_02_BUF_MIA,2021,2,9.0,6.983112538530557,0,2020,6.854472818723057,6.755641028027206
00-0031549,2021_02_NE_NYJ,2021,2,3.0,7.402431173106386,0,2020,7.222979747558767,7.179908231706769
00-0031588,2021_02_BUF_MIA,2021,2,8.0,8.68538270850215,0,2020,8.189683917649424,8.653168234627639
00-0032009,2021_02_NYG_WAS,2021,2,8.0,3.4070920380175442,0,2020,3.2585358395156225,3.6312152132407745
00-0032128,2021_02_HOU_CLE,2021,2,2.0,3.0392594120808063,0,2020,3.0131617336442504,3.1741878864657105
00-0032211,2021_02_TEN_SEA,2021,2,11.0,6.978248723022543,0,2020,6.806059399168601,6.798807675037303
00-0032355,2021_02_TEN_SEA,2021,2,5.0,5.755746650214407,0,2020,5.388440320112434,5.935843497983042
00-0032385,2021_02_NYG_WAS,2021,2,10.0,8.119090710644958,0,2020,7.681711571110284,8.091416638494135
00-0032464,2021_02_DET_GB,2021,2,2.0,5.038964249311062,0,2020,4.587486350125784,5.396932057173819
00-0032688,2021_02_NO_CAR,2021,2,6.0,5.215371223394102,0,2020,4.54805800498924,5.787276956205397
00-0032775,2021_02_KC_BAL,2021,2,4.0,3.665226882683688,0,2020,3.6186779156529494,3.7471847428603904
00-0033009,2021_02_CIN_CHI,2021,2,9.0,4.1995449746021,0,2020,3.911284233774053,4.480605447262578
00-0033040,2021_02_KC_BAL,2021,2,4.0,8.834706903424335,0,2020,8.662133200195118,8.432507864352132
00-0033251,2021_02_LA_IND,2021,2,6.0,6.469773760713304,0,2020,6.28457176431255,6.3656365991487895
00-0033307,2021_02_NE_NYJ,2021,2,3.0,2.9341115261738926,0,2020,2.7198771602063507,3.2866487644470275
