player_id,game_id,season,week,y_true,y_pred,fold_idx,max_train_season,catboost_pred,lgbm_pred
00-0019596,2021_02_ATL_TB,2021,2,29.64,21.82908071503275,0,2020,20.168919509065013,21.82908071503275
00-0022924,2021_02_LV_PIT,2021,2,13.8,12.12837742264961,0,2020,14.2891192559317,12.12837742264961
00-0023459,2021_02_DET_GB,2021,2,26.800000000000004,12.863617571442624,0,2020,14.127705922176125,12.863617571442624
00-0026143,2021_02_ATL_TB,2021,2,16.3,14.08421051786514,0,2020,14.58700419323402,14.08421051786514
00-0026498,2021_02_LA_IND,2021,2,17.220000000000002,23.22501388897078,0,2020,20.19032653230945,23.22501388897078
00-0027973,2021_02_CIN_CHI,2021,2,8.74,16.56244057079183,0,2020,16.520946936067016,16.56244057079183
00-0028118,2021_02_HOU_CLE,2021,2,16.5,21.280693606836145,0,2020,20.18688693909844,21.280693606836145
00-0029263,2021_02_TEN_SEA,2021,2,23.32,24.698665276900293,0,2020,21.795449679426692,24.698665276900293
00-0029604,2021_02_MIN_ARI,2021,2,25.26,20.30900551230227,0,2020,20.079017647690783,20.30900551230227
00-0029701,2021_02_TEN_SEA,2021,2,14.580000000000002,15.753737343858628,0,2020,14.69000058549084,15.753737343858628
00-0031237,2021_02_DEN_JAX,2021,2,21.22,20.259511347270347,0,2020,19.40193837460382,20.259511347270347
00-0031280,2021_02_LV_PIT,2021,2,24.18,16.088454327462234,0,2020,16.952181035079747,16.088454327462234
00-0031345,2021_02_SF_PHI,2021,2,19.56,16.147995981130087,0,2020,16.004627356238828,16.147995981130087
00-0031503,2021_02_NO_CAR,2021,2,8.34,24.726933483957403,0,2020,22.983106920545083,24.726933483957403
00-0031800,2021_02_NYG_WAS,2021,2,20.04,13.571186808641444,0,2020,15.051016812134153,13.571186808641444
00-0032950,2021_02_LA_IND,2021,2,17.580000000000002,15.731663208708904,0,2020,16.988533290045684,15.731663208708904
00-0033077,2021_02_DAL_LAC,2021,2,7.48,18.12565061426408,0,2020,19.05092649845306,18.12565061426408
00-0033106,2021_02_DET_GB,2021,2,18.44,17.75760920550145,0,2020,18.602306748249916,17.75760920550145
00-0033873,2021_02_KC_BAL,2021,2,24.02,25.571054672696793,0,2020,21.772107283924505,25.571054672696793
00-0034796,2021_02_KC_BAL,2021,2,32.260000000000005,17.92515503401683,0,2020,18.26964848116462,17.92515503401683
00-0034855,2021_02_HOU_CLE,2021,2,17.52,16.765518652445937,0,2020,15.928201931877313,16.765518652445937
00-0034857,2021_02_BUF_MIA,2021,2,16.66,20.663385622982968,0,2020,18.725618933862012,20.663385622982968
00-0034869,2021_02_NO_CAR,2021,2,18.9,17.693131297619896,0,2020,15.05512994072752,17.693131297619896
00-0035228,2021_02_MIN_ARI,2021,2,33.1,21.700732842384003,0,2020,20.82824416557416,21.700732842384003
00-0035710,2021_02_NYG_WAS,2021,2,29.46,20.133978729138317,0,2020,16.951308785949358,20.133978729138317
00-0036212,2021_02_BUF_MIA,2021,2,0.52,13.421585142716845,0,2020,14.37700412324026,13.421585142716845
00-0036355,2021_02_DAL_LAC,2021,2,14.72,15.616206624788145,0,2020,16.70776596619443,15.616206624788145
00-0036389,2021_02_SF_PHI,2021,2,21.8,24.683950944276805,0,2020,21.82874599580798,24.683950944276805
00-0036442,2021_02_CIN_CHI,2021,2,10.28,14.601859275763658,0,2020,16.18596945959208,14.601859275763658
00-0036971,2021_02_DEN_JAX,2021,2,6.8199999999999985,15.32506020386475,0,2020,14.973099375646711,15.32506020386475
00-0036972,2021_02_NE_NYJ,2021,2,7.44,18.24472430786164,0,2020,17.204622328631675,18.24472430786164
00-0037013,2021_02_NE_NYJ,2021,2,2.3000000000000007,14.963320970986253,0,2020,14.78234947569495,14.963320970986253
00-0019596,2021_03_TB_LA,2021,3,28.68,19.496708369054502,0,2020,19.51682157493178,19.496708369054502
00-0022924,2021_03_CIN_PIT,2021,3,13.22,14.78269589944892,0,2020,14.69969527938477,14.78269589944892
00-0023459,2021_03_GB_SF,2021,3,19.04,14.052996208015616,0,2020,14.02632101361013,14.052996208015616
00-0026143,2021_03_ATL_NYG,2021,3,15.619999999999996,18.040624568305233,0,2020,15.888689535440305,18.040624568305233
00-0026498,2021_03_TB_LA,2021,3,29.52,19.948876109416016,0,2020,17.82079518214322,19.948876109416016
00-0029263,2021_03_SEA_MIN,2021,3,16.62,22.710255180161376,0,2020,20.81838242617696,22.710255180161376
00-0029604,2021_03_SEA_MIN,2021,3,25.12,19.357151786175788,0,2020,20.744772465466983,19.357151786175788
00-0029701,2021_03_IND_TEN,2021,3,21.48,17.017149540855993,0,2020,16.346214681618115,17.017149540855993
00-0031237,2021_03_NYJ_DEN,2021,3,11.8,19.450074907300525,0,2020,18.955475688292253,19.450074907300525
00-0031280,2021_03_MIA_LV,2021,3,21.24,17.062913007466932,0,2020,18.935499760905348,17.062913007466932
00-0031345,2021_03_GB_SF,2021,3,14.68,16.579827165690894,0,2020,17.201004603250837,16.579827165690894
00-0031503,2021_03_NO_NE,2021,3,13.52,18.944527654733584,0,2020,17.62233976017358,18.944527654733584
